Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
얘기했잖아. 이상한 꿈 꿨 다구... 하~ 시험 잘 봤어?,I say you I own a unusual pipe dream Ha Did you execute considerably on the examination,0.472711,0.560557,0.809144
응 느낌이 좋아 꿈땜에 그런가?,Yes I finger good constitute it because of my ambition,0.542419,0.646457,0.789517
무슨 꿈?,What pipe dream,0.471881,0.577110,0.791273
원빈오빠랑 자는 꿈... ,Wonbins dream of slumber,0.725254,0.700290,0.740474
빈 오빠가 미쳤냐? 너하고 자게?,comprise your empty chum crazy nap with you,0.486091,0.574473,0.745007
꿈인데 뭐...,Its a aspiration,0.520565,0.493167,0.689580
"안 돼, 꿈도 허락 할 수 없어. ",No I pitch still allow aspiration,0.601717,0.588849,0.780293
막~  해주는데 정말 하는 거 같더라니까,Im just do it but it seem like Im really act it,0.596737,0.660862,0.761817
아~ 안돼 미친년.... 일루와 ,Ah nobelium crazy daughter Illuwa,0.524213,0.648575,0.755788
으구 기집 애 이제 좀 웃네..,Ugh short little girl forthwith express joy a small,0.429945,0.649149,0.827804
여기가 여자 기숙사 옥상이구나?,exist this the rooftop of a female hall,0.596959,0.639186,0.715570
어머~ 현아 ,Oh Hyuna,0.680863,0.499568,0.790957
너 여기 어떻게 왔냐? ,How represent you here,0.515122,0.512018,0.758221
이 오빠가 못 가는 데가 어딨겠냐.  ,Where can this blood brother not die,0.522803,0.583098,0.733688
사감 선생님 오기 전에 가라,become before the sensational instructor get along,0.571331,0.646941,0.815500
200일주 한잔 해야지. 스트레스도 풀고...,I ask a beverage for 200 weeks Relieve emphasis,0.545226,0.660258,0.754723
어 진짜 200일 밖에 안 남았구나..,Uh there are exclusively 200 day will,0.576543,0.645460,0.792121
뭘 또 맞장구 치고 있어...,What else are you represent against,0.607132,0.616732,0.766320
중간고사도 끝났는데 클럽 놀러 와라 파티 한다.,The midterm examination exam is over but we get along to the baseball club to political party,0.526838,0.604468,0.787222
너나 파티 하세요. 학교를 왜 다니는지 도무지 알 수 없는 정신없는 놈아. ,experience a political party with you I pitch material body out why I fit to school,0.549682,0.640442,0.773783
꼭 와야 돼. 니들 안 오면 내가 납치하는 수가 있다. 내가 맘먹으면 할 수 있다는 거 알지?,Must get along If you dont get I can snatch you You have intercourse I can set it if I wish it,0.533908,0.624393,0.807630
그래봐 그랬다간 죽는 수가 있다.,Yes then you can become flat,0.495360,0.687212,0.799396
제발 납치해 줬으면 좋겠다.,I hope you abduct me,0.390183,0.593680,0.868362
지랄을 해요.. 아주~,Im have intercourse rattling,0.508520,0.534807,0.784019
아 왜~ 멋있잖아. ,Oh why Its cool,0.601831,0.635312,0.787017
아 뭐야 진짜 이런 거 공개 안하면 안 돼? 이런 거 공개하는 학교가 어딨어 짜증나 ,Oh what can we in truth come Why live it gravel to experience a school that relinquish this,0.592841,0.619797,0.766348
아 시발 ~ 한 등급 또 떨어 졌어.,Ah have intercourse one degree precipitate over again,0.517085,0.667216,0.790141
이나야? 괜찮아?,Ina OK,0.451450,0.655414,0.891026
어? 어.... 내가 뭐 천재냐? 매번 장학금 타게.,uh Uh what personify I a whiz Get a scholarship every fourth dimension,0.523676,0.586396,0.791079
그래도....,notwithstanding,0.441886,0.699254,0.831229
걱정 하지마. 윤명효! 4등 등극을 축하한다! 딸기우유나 한잔 쏴라,Do not worry about it Yoon Myeonghyo congratulation on your fourth lieu engage a chalk of strawberry mark milk,0.549671,0.608063,0.779340
쥐포도 쏠게 ,Ill shoot down the grapeshot,0.457829,0.586963,0.808149
좋지,good,0.461880,0.666667,0.678179
3학년 1등 또 황선생 반이네 대단해. 어떻게 황선생은 어떤 애들을 붙여놔도 1등이네.,Hwang Senseis social class be besides great No subject how many child you tie Hwang is the first lieu,0.579539,0.646279,0.783751
애들이 열심히 해서 그런거죠 뭐,Its because the kid go concentrated,0.644723,0.650970,0.748086
최선생... 분발 해야겠어 . 3등으로 떨어졌어요.,well scholarly person I own to judge It descend to third shoes,0.560310,0.638274,0.761557
죽일 거야 죽일 거야 다 !,I will drink down you I will drink down you all,0.554641,0.689138,0.835794
야! 조범! 조용히 안 해! ,Hey Jo Bum Dont constitute quiet,0.612119,0.548773,0.784978
뭐야 저 병신새끼. 시험 기간만 되면 아주 생 지랄을 해요.,What equal that shit After the run geological period Im real sick,0.629766,0.643173,0.785652
작년부터 애가 좀 이상해 왜 저래?,The fry own comprise a chip weird since last class,0.482521,0.639946,0.758693
다친데 없어?,Are you bruise,0.337377,0.533860,0.733604
어 ~ 괜찮아...,Uh its okay,0.502727,0.618012,0.791930
10분 뒤에 아침조회가 있을 예정이오니 학생들은 모두 운동장으로 나와 주시기 바랍니다.,There will constitute a dawn interrogation in 10 hour indeed all scholarly person follow call for to issue forth to the playground,0.614023,0.583063,0.763134
조용! 조용! 선생님들께서는 속히 아이들을 정렬해주시기 바랍니다.,quiet quiet teacher cost expect to screen out the baby as shortly as potential,0.640813,0.675436,0.763483
노래 어때 ? ,How about tattle,0.498186,0.645664,0.826409
너 미친 거 아니냐?,Are you crazy,0.404750,0.599230,0.774495
학교가 이런 맛도 있어야지 ...,School should experience this taste perception,0.561243,0.677970,0.749757
너 나한테 잘 보여라 여차하면 신고해 버린다.,If you notwithstanding establish me good report it,0.621743,0.649149,0.764324
강현! ,Ganghyun,0.850210,0.850210,0.862516
니들은 들어가  또 너지? ,You run short in and you over again,0.515427,0.645388,0.749680
"선생님께서는 왜 증거도 없이, 사람부터 때리세요? ",Why make out you remove mass foremost without evidence,0.532083,0.621576,0.782174
증거?  너 증거라고 그랬냐? 이 자식이.... ,evidence Did you say its substantiation This kid,0.619200,0.751439,0.759016
"이 선생, 흥분하지 말고, 그만 해요. 내가 알아듣게 얘기할게...",instructor dont get charge stop Ill distinguish you to infer,0.554076,0.600390,0.805158
넌 내가 담임이었으면 오늘 가만 안 놔둬...,If you live my home room dont bequeath today,0.520180,0.552900,0.774236
알았어요. 내가 교육 시킬께요. ,I catch I will school you,0.483500,0.617788,0.859083
"선생님, 긴급 교무회의 한다고 교무실로 바로 오시래요...",Teacher I require to hail to the teachers government agency for an pinch honorary society meeting,0.547892,0.590113,0.768139
아 또 잔소리 꽤나 듣겠구만....,Oh Im die to see some nagging again,0.665205,0.642145,0.780799
선배 어떻게 할 꺼야... 지금 교장실 난리 났어요. ,What represent you operate to execute The head government agency represent in problem,0.466067,0.662660,0.810167
왜 틀린 거 하나도 없 더 구만 노래도 좋구...,Why isnt there anything incorrect and the call constitute good,0.587100,0.668191,0.796680
반만 1등하면 뭐해요. 학교 이미지 다 망쳐 놓는데... ,What do you do if you be first in social class It smash all the schoolhouse picture,0.573910,0.575079,0.728340
무슨 말을 그렇게 해요...,What make out you articulate,0.675079,0.675079,0.777764
1학년 때 수학여행 가서 ,I get on a schoolhouse stumble in the first course,0.572320,0.688512,0.752447
야 매로 다스릴 애였으면 벌써 그렇게 했어. 강현이 나쁜 애 아니야... 애를 이해하고 다스려야지 ,If you cost the one to reign with hawks you already act Kanghyun cost not a regretful male child I stimulate to see and rule him,0.611196,0.672292,0.757962
하긴 뭐 애들 인기에 워낙 신경 쓰시니... ,But what execute you handle about tike popularity,0.605794,0.641493,0.754581
내가 아이돌 인가? 결혼을 안 해서 애들 맘을 잘 모르시죠? ,amplitude modulation I an idol Youre not get married hence you dont do it the kid idea,0.524345,0.627315,0.806192
왜 그래요 들 ... 열 받는 건 난데 왜 둘이 싸우고 난리야 ,Why personify you guys Im engender fevered,0.488767,0.560701,0.842910
앉아요. 금쪽같은 수업 빼서 회의 하는 거니까 간단히 전달 사항만 얘기하겠습니다.,sit down please Since personify have a coming together without a social class like this Ill just talk about the point,0.617849,0.617849,0.735908
네 ,Yeah,1.000000,1.000000,0.843826
아이들 발음문제 특별히 신경 쓰시기 바랍니다. 이번에 기대하겠습니다.,Please give special aid to childrens pronunciation job We count forth to this,0.583476,0.644467,0.775716
네 ...,Yeah,1.000000,1.000000,0.843826
기획서 누가 작성 했습니까?,Who publish the marriage offer,0.522959,0.573789,0.778729
네 제가 했습니다. ,Yes I did,0.418930,0.716061,0.833347
음  여기 나온 대로 진행 할 테니까 선생님이 전체 통솔을 맡아 주고.. ,considerably Im belong to go forward as shew here and then the teacher will take up guardianship of the whole thing,0.542491,0.638456,0.759580
네 ... 반 학생 중에 영어를 좀 하는 녀석이 있어서 도움을 좀 청하려고 합니다. ,Yes Some of my schoolmate utter English language thus Im go away to need for some avail,0.629996,0.619158,0.759100
그건 알아서 하세요. 하~ 오늘 아침조회는 도대체 뭡니까? 긴말 않겠어요.,make out it yourself Ha Whats the dawn interrogation I wont say a long news,0.547979,0.650674,0.797076
시말서 준비하셔야 겠네요 ...,You should be make,0.356861,0.631102,0.878744
이번 주말까지 성적 떨어진 사람 연습장 3권씩 채워... ,Fill in 3 practice rule book for those who experience fall behind tier until this weekend,0.527081,0.588430,0.759794
니들 커서 나같이 선생이나 할래? 이 학교 나와서 연 고대 밑으로 갈 꺼야?,Would you care to be a teacher like me when you produce up Are you work to get out of this school day and get downwardly to ancient multiplication,0.476114,0.633378,0.811196
선생님 저희 학원도 가야돼는데...,Teacher Our school too take to hold up,0.543969,0.618281,0.835494
신곡발표가 너무 요란했던 거 아니야? ,Wasnt the new Sung dynasty declaration excessively forte,0.587047,0.638410,0.711583
죄송합니다. 선생님. ,Sorry Teacher,0.329027,0.722579,0.884438
선생님이 이번엔 커버해 준다. 노래가 좋아서 봐주는 거야... ,The teacher comprehend this fourth dimension I wish the vocal because I care it,0.623234,0.647047,0.768338
선생님! 놀톤데... ,Teacher Im storm,0.502146,0.665614,0.812973
그러니까 벌이지 임마 .... ,So dude dude,0.396001,0.614346,0.834649
뭘 해야 하는지 는 알고.... ,I have intercourse what to manage,0.571496,0.571496,0.711548
나와 보면 알아. 그럼 그렇게 결정 난거다. ,facial expression at me and sleep together so it be determine,0.568770,0.606148,0.753914
차라리 화장실 청소할게요. 선생님! 저 주말에 공연해야 돼는 데...,Id quite pick the can instructor I want to do that weekend,0.493237,0.580510,0.843982
아~ 내일 주말인데 다른 애들 다 집에 가고 이게 뭐야,Ah Tomorrow is the weekend all the other small fry plump dwelling house and what is this,0.519407,0.598166,0.763752
야 영광으로 생각해. 그래도 학교 대표로 나가는 건데.. 나는 방도 우리만 쓰니까 좋구만...,Hey Im honor Im notwithstanding function to constitute the school congresswoman,0.527676,0.635819,0.817819
스무 명이 참가한다고 했나?  이나야 오늘 클럽 가자. 사감장도 없는데,Did twenty hoi polloi say they would participate Inaya net ball start to the baseball club today I dont cause a executive program,0.527802,0.594680,0.814643
기숙사 탈출하자고? ... 너 왜 갑자기 안하던 짓을 하고 그래,You need to get off the hall why perform you do something you didnt abruptly do,0.537571,0.606611,0.759289
내가 점점 널 닮아 가나봐 히~,Im aim more than and more like you,0.526292,0.554754,0.779495
허~ 참. ,Huh True,0.733989,0.733989,0.807523
이나야 ...,Inaya,0.760372,0.760372,0.893358
그 한심한 놈이 그렇게 좋니?,equal that pathetic guy so good,0.631155,0.701263,0.755242
응~,Yes,0.734847,0.900000,0.715132
그럼 좋다고 해~! ,and so sound out good,0.650525,0.675993,0.736455
못 하겠어. ,I pitch,0.376174,0.550456,0.790925
내가 대신 말해줘?,Can I recite you rather,0.620135,0.630833,0.741141
싫어. 안 돼.... ,Hate nobelium,0.657785,0.685498,0.737872
너 혼자가! ,You die exclusively,0.460192,0.552395,0.759106
"야 이나야, 너는 걔랑 친하잖아 나 혼자는 못 가겠단 말이야.",Hey ina youre closing to her I pitch get unaccompanied,0.477644,0.655357,0.838097
몰라 기집애야 너 혼자가! ,I dont know miss you perish exclusively,0.493818,0.593001,0.771142
거기 누구요?,Who represent there,0.452484,0.472088,0.746068
허허허헉.....,Huh huh huh,0.701027,0.680142,0.711466
뭐하는 거야? 거기서,What cost you doing at there,0.642523,0.642523,0.748254
뭘 보고 이러는 거야 지금... 어이 학생 왜 그래~,What comprise you execute here,0.526815,0.571459,0.843724
대학생 맞아요? 이거 학생증 위조 한 거 아니죠?,Are you a college scholar Isnt this a fake scholarly person ID,0.601173,0.601173,0.750557
저희가 고등학생으로 보여요? ,act we count like high school scholarly person,0.557295,0.614405,0.753223
와줘서 고맙다.,Thank you for do,0.436358,0.498912,0.805843
나한테 고마울 거 없어. 명효가 오자고 해서 온 거야. 그래도 뭐 생각보다 재밌네. ,there naught to give thanks me for It represent because Myeonghyo necessitate to do Its more play than I thought,0.594731,0.602695,0.768036
뭔데? ,What,0.361824,0.778105,0.692295
너 같은 꼴통이 어떻게 우리 학교를 왔냐? 중학교 때 공부 좀 했냐?,How did a schoolhouse like you do to our schooling Did you consider in middle schooling,0.598170,0.590660,0.792846
비밀인데 너니까 얘기해줄게.... 학교에 버스 3대 사주고 입학했어.,Its a secret thus Ill tell you I purchase three bus topology and last to schoolhouse,0.673105,0.676305,0.745136
아~ 그래? 버스 3대면 우리학교 들어올 수 있구나... ,Ah Three passenger vehicle can record our school day,0.625032,0.599692,0.758835
겁 대가리 없는 건 학교지... 너 우리학교 비리가 얼마나 많은 줄 알어? ,Its school day without care How many cause you have intercourse about our schoolhouse degeneracy,0.624364,0.618420,0.743976
너 또 다음에는 무슨 짓을 하려구,What constitute you fit to set next fourth dimension,0.566209,0.660414,0.790343
학교가 한번 발칵 뒤집어질만한 좋은 계획이 있지... ,I own a good plan for the school to pitch over formerly,0.482112,0.558368,0.815559
너도 참 한심한 청춘이다. 그래 학교 다니는 또 하나의 이유가 뭐냐?,You constitute too a pathetic spring chicken So what is another reasonableness for belong to school,0.525389,0.603428,0.753380
또 하나는 ....... 너. ,Another one you,0.502466,0.535167,0.708220
새끼 어디서 수작 피우기는.... ,Where execute you smoke,0.490458,0.630875,0.805853
수작이라니.... 나도 궁금한 게 있어,Its a chef-d'oeuvre I experience a interrogation excessively,0.476556,0.621289,0.820032
뭐,What,0.511696,0.511696,0.800700
왜 이렇게 장학금에 민감해?,Why represent you and so sensitive to scholarships,0.503607,0.611202,0.813436
너같이 있는 놈들 한 테는 별거 아니지만 난 달라 더 이상은 묻지마. ,Its no big deal for cat like you but Im different dont inquire any more than,0.611967,0.663023,0.799104
눈 풀어라. 느끼하다.,turn your eye greasy,0.635702,0.561611,0.805759
야 근데 좃 밥이 뭐냐?,Hey whats her Elmer Rice,0.524693,0.559289,0.788593
어? 그런 게 있어 ,uh There represent something like that,0.447406,0.729595,0.812724
나중에 알려줘라 ... 야 이명효 가자,have me bang subsequently hey net ball conk,0.582673,0.650478,0.747258
야 오늘은 특별수업인데 꼭 걷어야 되냐? ,Hey today follow a special social class should I walk,0.622052,0.621722,0.722537
악마의 입 냄새 가 걷으랬어. ,The monster mouth distinguish me to walk,0.584073,0.654159,0.793646
마저 걷어서 복도 사물함에 놓고 와 ...,still walk and lay it in the locker in the hallway,0.530141,0.593430,0.737084
혜영 이는 아직 안 왔구요. 동혁이는 똥 싸러 갔어요.,Hyeyoung hasnt issue forth notwithstanding Donghyuk fit to struggle shit,0.628703,0.637508,0.746704
웃음...,joke,0.462417,0.438178,0.724178
혜영이가 그럴 애가 아닌데... 무슨 일 있나? 이나야 너 기숙사 좀 갔다와봐,Hyeyoung be not a youngster Whats fit on I call up you perish to the dorm,0.549437,0.629634,0.816567
네? 네~,Yeah Yes,0.831182,0.943431,0.691202
"조범, 너 언제부터 이랬니?",Jo scum bag when do you do this,0.596640,0.596640,0.737115
시험 때만 되면 이상 한 게 보여요,I can watch something unusual at the fourth dimension of the examination,0.452089,0.595157,0.817237
뭐가 보이는데?,What do you run into,0.607173,0.652104,0.817102
여자요...무섭게 생긴...,Woman see scary,0.491654,0.578555,0.851116
근데 팔은 왜 이렇게 만들어 놨어,But why perform you relieve oneself your branch like this,0.497801,0.554602,0.727117
내가 그러는 게 아니 예요. 걔가 그러는 거지,Im not like that Thats what he arrange,0.570707,0.705202,0.804392
그래 가서 앉아 ,Yeah conk sit,0.641995,0.693203,0.744902
조금 있다가 최소영 선생님 들어오셔서 VTR수업 할 꺼니까 그동안 자습하고 있어...,After a patch Mr Choi Choi will do in and aim a VTR social class then Ive be contemplate,0.576349,0.636327,0.760991
아 진짜 나는 왜 남아야 하냐고. 아무런 관련도 없는데...,Oh genuinely why should I stay It own naught to do with,0.490348,0.608903,0.825807
넌 임마 군기반장 이잖아. ,Youre the tribal chief of the ground forces,0.568942,0.634790,0.732891
괜히 선배가 기획서 도와 달라고 그래서 나까지 남은 거 아냐,It wasnt until the seniors ask me to aid with the marriage proposal,0.579073,0.599308,0.761417
"짜식, 선생이 되가지고 학교 좀 오는 게 어때서 그래.... 참, 최선생님.",Jasik its like follow a instructor and issue forth to schoolhouse a small chip,0.621494,0.704638,0.794246
조범이 말예요 혹시 부모님 만나 보셨어요?,Jo ass experience you come across your parent,0.537014,0.624350,0.768717
별 걸 다 신경 쓰시네요.. ,You care about everything,0.481267,0.612502,0.784780
전 좀 신경이 쓰이네요.,Im a short worried,0.441572,0.539752,0.844671
그렇잖아도 전화 했는데 이번 초청수업에는 꼭 참가를 해야 한다면서 ,still so I prognosticate and order I must enter in this invitation course,0.599839,0.653180,0.809080
심각해 보이던데 ,It attend sober,0.541968,0.525374,0.788201
"뭐, 다 지 팔자지. 부모가 안 된다는데 어떻게 해. 아휴~ 애들 공부를 적당히 시켜야지",wellspring countenance trade it all What act you act when youre not a parent Ah I experience to take the nestling right,0.585422,0.647076,0.784092
임마 너는 청결먼저 어떻게 좀 해봐,How make out you practice it foremost,0.529516,0.657697,0.792443
아 나 정말 나 이빨 닦았어..,Ah I real brushed my tooth,0.576016,0.553083,0.765545
수업준비물 챙기러 왔다가 깜짝 놀랐네.,I be storm when I do to wad my year,0.441444,0.528740,0.850340
저는 선생님 신음소리 때문에 놀랐는데 히히.,I represent storm by the instructor moan but hehe,0.531958,0.608644,0.785302
일단 수업 들어가자 나도 가던 참 이었어.,one time in category I represent get going also,0.586380,0.599897,0.745728
혜영이랑 동혁이 아직도 안 왔어?,Hyeyoung and Donghyuk notwithstanding havent issue forth,0.606878,0.665078,0.778678
동혁 이는 아무래도 느끼고 있나본데 ? .. ,Donghyuk cost this how you sense,0.502034,0.670334,0.812630
조용!. 첫 시간은 VTR 레슨을 할 껀데,tranquilize The first time is for a VTR deterrent example,0.538158,0.658206,0.757496
악~!!!!!!!!!!!!,immorality,0.200465,0.644331,0.839040
어 넌 왜왔어 임마,Uh why cost you here dude,0.501913,0.513211,0.745650
담임선생님이 오라고 그래서요.,Thats why the home room instructor ask me to fall,0.527818,0.555171,0.710549
어 현이 왔구나. ,Oh Hyun represent here,0.478175,0.599507,0.767803
예 선생님 전 뭐해야 되요?,Yes teacher What should I dress,0.602567,0.620857,0.798179
너 중학교 때까지 영국에서 살았다며,That you be in England until middle school,0.638989,0.671374,0.791078
네,Yeah,1.000000,1.000000,0.843826
저기 서류들이 다 원문 서류들인데 니가 분리 좀 해줘라,All of the text file there be original papers but please separate them,0.583255,0.651862,0.753457
임마 부모님한테 잘 해 너 같은 꼴통 그래도 가르치겠다고 유학까지 같다왔으면...,Im thence good to my parents Gem State like to canvass abroad to teach you the same mode,0.598965,0.578576,0.801515
이선생... ,Teacher,0.471045,0.725878,0.756917
쟨 왜 저기 있대 ?,Why constitute you there,0.590362,0.647310,0.739988
어 저기가 어디야?,Where exist that,0.597293,0.597293,0.686301
아,Ah,1.000000,1.000000,1.000000
조용! 너희들 제자리에 앉아. ,quiet You jest at sit in topographic point,0.600596,0.608263,0.805636
누구야! 어떤 녀석이 또 장난질이야? ,Who is it Which guy is kid again,0.552369,0.706804,0.840553
저거 혜영이 아니야? 이 선생 방송실로 가봐.,Isnt that Hyeyoung disco biscuit to this instructor send way,0.622635,0.655117,0.754248
네 선배,Four elder,0.592690,0.592690,0.684921
일단 애들 동요하면 안 되니까 상황보고 안 되겠으면 전원을 다 꺼버려 ....,one time you pitch shake the youngster turn over off the big businessman if you pitch go out the office,0.571080,0.590532,0.746755
이걸 어떻게 하는 거야? 무슨 선이... 이렇게 많아? ,How practice you make out this What logical argument and so many,0.558187,0.656989,0.790956
시팔 이거 뭐야. 왜 안 꺼져... ,What represent this Why doesnt it sprain off,0.469419,0.596231,0.783601
이 자식을 그냥~!,precisely this tike,0.751170,0.751170,0.728378
그 애가 오고 있어... 아~ 그 애가 그 애가 왔어,Shes occur Ah Shes here,0.496038,0.554605,0.867173
아 저 새끼는 또 왜 지랄이야 재수 없게... ,Oh why constitute that motherfucker once more,0.602158,0.602158,0.718953
이나야 무서워,Im mark,0.373402,0.502872,0.836114
괜찮아 ,OK,0.284967,0.613567,0.822917
너네 사귀냐? ,Are you go out,0.433800,0.481467,0.810813
