Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
어이!  해장국이라도 한 그릇 사먹고 들어가. ,Hey! Even Haejangguk eats a bowl.,0.431371,0.569841,0.835954
삼년동안 모은 돈을 잃었을때 고니는 문득 혼자라는 느낌이 들었대요. 하지만 어떡하겠어요? 모두 겪는 일인데. ,"When I lost my money for three years, Connie suddenly felt like I was alone. But what would you do? It's all going through.",0.544907,0.607223,0.817947
회사 안가냐? ,Aren't you going to work?,0.461279,0.501293,0.784029
몰라 짜증나. 그리고 가구창고도 회사냐? ,I don't know. And is the furniture warehouse a company?,0.579183,0.588888,0.749100
이 새끼 삼촌한테 반말하고.  누나! 누나! ,I'm talking to this uncle. sister! sister!,0.523715,0.595069,0.802416
"젊은 놈이 가고 싶으면 가고, 안가고 싶으면 안가고. 때려쳐. ","If a young guy wants to go, go if he doesn't want to go. Beat it.",0.522253,0.656721,0.816017
때려쳐. ,Beat it.,0.675455,0.790043,0.730778
아이~ 거 얼마 번다고.. ,Child~ How many times?,0.689739,0.662415,0.778133
오늘 술 쳐먹지 말고 일찍 들어와. 누나 온다고 했으니까. ,"Don't drink today, come in early. I said that you are coming.",0.616135,0.624069,0.813937
현정이가 얼마나 갖고 올래나. ,How long will Hyunjung bring?,0.477453,0.591722,0.795495
신경꺼. ,Never mind.,0.626541,0.675086,0.659971
사장님! 좀 땄어요?,boss! Did you get some?,0.597685,0.663157,0.726489
에이. ,a.,0.707107,0.858579,0.403852
합천에서 왔다는 양반은요?,What are you saying from Hapcheon?,0.459605,0.517139,0.756561
박무석이? 걔도 어제만 천만원정도 잃었지. 오늘 판 커질거야. ,Park Moo-suk? He also lost 10 million won yesterday. It will be bigger today.,0.600417,0.621460,0.776614
사장님도 붙을 거예요? ,Will the boss also stick?,0.536738,0.613788,0.756234
인생은 타이밍이야. 끗발만 붙어주면 하룻밤에 인생 바뀌는거지. 너는? ,"Life is timing. If you put on only a few feet, your life will change overnight. you are?",0.509696,0.541248,0.804133
먹고 죽을 돈도 없어요. ,No money to eat and die.,0.450197,0.579669,0.777927
고니야! 많이 힘들지? ,Connie! Isn't it hard?,0.613924,0.655966,0.764176
어디 가? ,Where?,0.330740,0.514754,0.685638
매형 산소. ,Burial oxygen.,0.707104,0.665928,0.753286
너는 어디 가지 말고 집 좀 봐라. 집에 돈 있으니까. ,"Do not go anywhere, look at the house. I have money at home.",0.581391,0.606742,0.777208
무슨 돈? ,What money?,0.545313,0.638561,0.665454
누나 위자료다. 장사밑천! 고니야 갔다 와서 우리끼리 사업구상 좀 하자~,"My sister is alimony. Business! Let's go to Konya, and let's do business idea between us~",0.588191,0.588191,0.750855
사업구상 끝났다니까. ,Business idea is over.,0.449379,0.654410,0.757850
안돼. 고니야 미친놈아 안돼. 아니지!  이걸로.. 실수만 안하면.. ,"No. Connie, you're not crazy. No! With this... if you don't make a mistake...",0.560166,0.586533,0.788877
모란 6월. 싸리나무 7월. 공산명월 8월. 국화 9월. 단풍 10월... ,Peonies June. Siri tree July. Communist month august. Chrysanthemum September. Autumn leaves in October...,0.547303,0.553714,0.753961
그집은 뭘 먹고 왔길래 이렇게 끗발이 세? ,"What did you eat at that house, so clean?",0.502050,0.634867,0.838991
마누라 빤스 입고 왔지요. 고니 너 다 꼴았냐? ,"I've been wearing my wife's pants. Connie, are you all gone?",0.538196,0.540985,0.757923
아이 씨벌. 끗발이 안 오른다. 끗발이... 돈이 적어서 그런가? 지금 몇시야? ,Child fucker. The feet are not rising. Glimbal... Is it because there is little money? What time is it now?,0.641205,0.695467,0.726138
그 때 고니는 결심했대요. 이 돈을 잃으면 스스로 목숨을 끊겠다고! ,"At that time, Connie decided. If you lose this money, you will end your life!",0.606844,0.681231,0.823258
고니야! 8이 떨어지면 판 좀 키워라. ,"Connie! When the 8 runs out, raise the plate.",0.542149,0.627628,0.782289
예? ,Yes?,0.701027,0.952860,0.693569
니 본전은 내가 돌려준다. ,I will return your main game.,0.472157,0.616784,0.815793
염병하고 자빠졌네. 국 쏟고 가랑이 디버렸구만. ,I'm sick and sleepy. I spilled the soup and dumped the crotch.,0.533685,0.667901,0.760751
에이 개패가 들어왔네. ,There's a game going on.,0.623558,0.632470,0.708431
10 한 장이 빠졌으니까 장땡은 없다. ,10 There is no longing because one piece is missing.,0.619747,0.658356,0.775905
패를 그렇게 까면 어떡합니까? 조용히 죽어야지. ,What if you lose your hand like that? You have to die quietly.,0.587557,0.661679,0.773861
실수한거지 뭐. 그걸 갖고.,I made a mistake. Have it.,0.500015,0.527527,0.806959
꺼먼거.. 꺼먼거.. 옳지 옳지.. 백만원만 걸어봤어. ,Nothing... Nothing... Right or right... I've only walked a million won.,0.601106,0.627558,0.749020
꺼먼거?.. 꺼먼거면.. 1하고 8인데 8은 내가 가졌으니까 춘재형은 1땡이다. ,"If it's off?.. If it's off, it's 1 and 8, but 8 has I.",0.436838,0.694210,0.886661
이백만원 더. ,Two million won more.,0.550938,0.620367,0.782887
9땡인가? 나는 밑질 게 없다. 판만 키워주면 되니까. ,Is it 9? I have nothing to underestimate. I just need to grow the plate.,0.671795,0.612405,0.737022
오백만원 더. ,Five million won more.,0.451251,0.528120,0.745419
허허 큰 판이니까 죽을 수도 없고.. 나머지 다. ,"It's a big plate, so I can't die... everything else.",0.552212,0.655660,0.773715
내가 미쳤지. 이거 갖고 먹을 수 있겠소? 5땡! ,I'm crazy. Can you eat this? 5 ding!,0.479484,0.661540,0.872623
미안하게 됐습니다. 7땡입니다. ,I am sorry. It is 7 dots.,0.442797,0.651192,0.867502
잠깐.. 잠깐 8땡!,Wait... Wait 8!,0.262423,0.591808,0.898359
니미 작년에 할머니 묏자리를 잘 썼나? 고맙습니다 할머니! 9땡! ,Did you use your grandmother's seat well last year? Thank you grandma! 9 ding!,0.579060,0.604459,0.799435
9땡? 어떻게? 꺼먼거 꺼먼거 그랬잖아?,9 ding? how? Did you do that?,0.463786,0.649430,0.890585
이 멍청한 새끼가. 여기 꺼먼 거 쪼금 있잖아. 봐봐. 꺼멓잖아?  ,This stupid bastard. There's a little bit here. look. Is it off?,0.541628,0.621781,0.785755
이 등신같은 새끼. 석장만 떼기로 해놓고 왜 넉장을 떼나? ,This asshole. Why do you want to take off the stone without leaving the stone?,0.614840,0.599593,0.765892
오해야 오해. 난 틀림없이.. 석장만 기리했어.,Misunderstanding misunderstanding. I must have... honored the chieftain.,0.586584,0.692458,0.757689
누굴 호구로 아나? ,Who knows as a hug?,0.566778,0.512212,0.725404
말로 합시다. 예? 나도 돈 잃었잖아요.,Let's speak. Yes? I lost money too.,0.500729,0.653649,0.787796
너! 저놈들하고 짰지? 아니긴 뭐가 아냐? ,you! Did you get along with them? What is not?,0.576940,0.562929,0.815378
이제본게 이것들이 짰구만.  이게 어디서 남의 동네에 와서 행패야? ,I've seen these things now. Where does this come from other people's neighborhoods?,0.580847,0.629383,0.742455
형! 우린 끼어들지 맙시다. 돈 땄으면 됐잖아. ,brother! Let us not interrupt. You just had to lose money.,0.670088,0.646008,0.762541
그래 일단 자네들은 먼저 가. ,"Yes, you go first.",0.354508,0.621875,0.846302
안돼. 저 놈 잡아. 사기꾼들 잡으라고.. ,No. Get that guy. Catch the scammers...,0.482214,0.580128,0.813407
고니야! 너는 내일 우리집으로 와라. 너는 죄가 없은게 개평이라도 좀 줄란게. ,"Connie! You come to my house tomorrow. You're not guilty, but you're going to get some reviews.",0.591577,0.663003,0.789508
이 돈이 어떤 돈인데.. 물어낼거야 안물어낼거야? 대답해 이자식아! ,What kind of money is this... will you ask or not? Answer me!,0.533767,0.632837,0.812500
살려주세요.. 내가 물어낼게요. ,Please save me... I'll ask.,0.514946,0.685337,0.816365
언제? 언제 줄거냐고? ,when? When will you give it?,0.598452,0.580612,0.785647
하루종일 기리하는 연습만 했는데.. 네장을 떼다니 ..,I just practiced honoring all day.,0.433443,0.661992,0.875497
누나! ,sister!,0.426515,0.596672,0.691202
어떻게 하나~ 죽자! ,How one~ Let's die!,0.426327,0.515475,0.784697
"생각해보면 다 우연이에요. 고니가 26살 때죠. 생각해보면 다 우연이에요. 그날, 고니는 박무석을 만났고 고니누나는 남편한테서 받은 위자료를 가지고 왔고.. 무서운 우연. 그런데 그날 고니에게 더 무서운 세 번째 우연이 닥쳐요. ","It's all a coincidence. When Connie was 26 years old. It's all a coincidence. That day, Connie met Park Moo-suk, and Sister Goni brought the alimony from her husband... a frightening coincidence. But a third, more frightening coincidence came to Connie that day.",0.590736,0.628233,0.799103
아이구 참.. 그놈의 손모가지 확 짤라버리든가 해야지. ,I'm really... I have to cut off his hand.,0.354667,0.598193,0.845956
그런 소리 마. 손이 무슨 죄가 있어? ,Don't say that. What are your hands guilty of?,0.701805,0.738108,0.749139
말씀도 잘하셔. ,You speak well.,0.371355,0.547469,0.817328
나이 오십에도 안처진거 보면 다른 데도 좀 기대가 되는데. ,I'm looking forward to seeing something else when I'm not getting older.,0.633341,0.623794,0.764910
나 오십 아니라니까. ,I'm not coming.,0.488415,0.644735,0.804643
찌게 줘? ,Give it steamed?,0.532145,0.642044,0.825279
됐습니다. ,That's it.,0.521437,0.754357,0.784041
젊은 놈이! 돈때메 죽을라고 그래? ,Young man! Are you saying you're going to die?,0.572911,0.607275,0.808282
놔요. ,Let it go.,0.418033,0.614623,0.762184
그러게 화투는 왜 치고 지랄을 떨어? 니 애비 꼴 날라 그래? 소문 다 났어. ,So why do you hit the shit? Are you flying like Abby? Rumors are over.,0.480853,0.553437,0.795991
딴데서 죽을테니까 좀 놔요. 쪽팔리게 진짜. ,"I'll die somewhere else, so let me go. Really embarrassing.",0.590070,0.638278,0.773284
평경장님! 여기 좀 어떻게 좀 해봐요. 죽겠데는데 지금. ,Chief Pyeongkyung! How do you do it here? I'm dying now.,0.430511,0.658580,0.872389
아~ 놔두고 이리와! 안그래도 대한민국은 인구가 너무 많아. ,"Ah~ Leave it here! Otherwise, Korea has too much population.",0.511163,0.528596,0.770696
"말려야죠, 그래도.","I have to dry it, though.",0.486515,0.627011,0.749795
하나만 물어보자. 왜 돈을 잃었다고 생각해? ,Just ask one. Why do you think you lost money?,0.522900,0.568286,0.791039
왜 잃었겠어요. 평생 운하고는 남이니까 그렇죠. ,Why would I have lost it? It's because you're the only one who has been lucky forever.,0.564296,0.661171,0.739033
아직도 꿈속을 헤매고 있구만.. 꼭 이 몸이 나서줘야 돼나? ,"I'm still wandering around in my dreams, but must I get this body out?",0.573792,0.593521,0.769094
원래 석장을 떼기로 했는데 넉장을 떼었다? ,"Originally, I decided to remove the stone.",0.551616,0.677340,0.812924
본인이 인정했습니다. ,I admitted.,0.425496,0.666286,0.888382
딱 까놓고 얘기하자면 걔는 실수를 안했어. 걔가 만약 실수를 했다면 박무석이? 합천에서 왔다는 그 놈이 자기 패를 딱 보고 아~ 이거 일이 꼬였구나 했을거 아닌가? 그런데도 가진 돈을 몽땅 걸어? ,"To be honest, he made no mistakes. If he made a mistake, Park Moo-suk? The guy who came from Hapcheon saw his hand, and ah~ This is a twist. Still walking all the money you have?",0.506493,0.605419,0.830524
박무석이도 돈을 잃었잖아요? ,"Park Moo-suk also lost money, right?",0.638224,0.591238,0.704757
얘 머리 되게 안좋네. 돈딴놈이 춘재라고? 걔한테 밀어주는거지.,This hair is not very good. Chunjae is the money guy? I'm pushing him.,0.583553,0.625847,0.807589
보디가드요? ,Bodyguard?,0.770609,0.604128,0.720662
사람 머리통을 후려갈기는게 아무나 하는게 아니다 너. 근데 춘재가 미니까 발라당 나가떨어져? 이상하지 않냐? 참! 니네 사장이 죽을 때 단풍이 한 장 까졌다고 그랬나? 걔도 한패구만. ,"It's not anyone's job to beat a person's head. But since Chunjae is pushing, is it out of the ballad? Isn't it strange? Oh yeah! Did you say that when your boss died, a piece of foliage fell? He's also a loser.",0.572861,0.636673,0.808724
그냥 추측한거죠? ,Did you just guess?,0.591046,0.755367,0.831983
"내가 임마 앉아서 천리, 서서 구만리야. ","I'm just sitting there, standing, standing.",0.618087,0.692815,0.769516
어이 마담! 나 머리 좋지않어? ,Hey Madame! Isn't my hair good?,0.692362,0.692362,0.735012
내가 인생에 파도가 좀 많아요. ,I have a lot of waves in my life.,0.473713,0.548715,0.756471
얌마. 누군 파도 없냐? 그래서 합천 박무석이는 찾았어? ,Yumma. Anyone have waves? So did you find Hapcheon Park Moo-suk?,0.545196,0.614136,0.766073
찾았지. ,I found it.,0.657032,0.657032,0.790171
어디서? ,where?,0.330740,0.438077,0.746298
저 위에. ,Up there.,0.552718,0.552718,0.647030
저새끼! 얼마야? ,That bastard! How much is it?,0.478227,0.638495,0.757708
1억쯤 되보이는데요.,It looks like 100 million.,0.703037,0.707684,0.738861
되보이는데요? 가서 확인해.,It looks like Go check it out.,0.549045,0.655573,0.819174
너.. 너.. 너 미쳤니? 수학적으로 계산을 해야지 성질로 밀어붙이고. ,"Are you... are you... are you crazy? You have to do math mathematically, pushing it into nature.",0.595939,0.595939,0.748694
그만 가자. ,Let's go.,0.532520,0.686106,0.825354
크~ 죽인다. 완전 돈 놓고 돈 먹기네. ,Big~ Kill it. I'm eating money for money.,0.573980,0.628916,0.774428
여기 판대기 오야지가 누군줄 알아? 곽철용이야. 곽철용 몰라? ,Do you know who Oyaji is here? It's Kwak Cheol-yong. Don't you know Kwak Cheol-yong?,0.509649,0.572641,0.799980
어이~ 우리 회장님이 얼굴 좀 보자는데. ,Hey~ Our chairman is looking at his face.,0.536693,0.590394,0.766732
뭘 잘생긴 얼굴이라고 봐? ,What do you think is a handsome face?,0.569971,0.668926,0.747929
젊은 친구! 돈이란 게 말야 독기가 세거든. ,Young friends! Money is strong.,0.457912,0.634389,0.830860
2억도 안되는 이정도 푼돈에 무슨 독기가 있겠습니까? ,What poison is there in less than 200 million won?,0.492649,0.632479,0.839998
어이. 무석아! 정식으로 한판 해줘야지. ,Hey. Wow! I have to do it formally.,0.506445,0.612482,0.841535
오늘은 시간도 없고 원체 담이 작아서 이렇게 큰 판은..,"Today, there is no time, and the original wall is small.",0.530558,0.637488,0.786843
얘들아! 이 분이 담이 작으시댄다. 뒤에 가서 담 좀 키워드려라.,Guys! This person has a small wall. Go behind it and try to keyword it.,0.628489,0.620983,0.750977
아냐 나.. 담 커. ,"No, I... Damn.",0.351087,0.542583,0.793840
우리 어디서.. 봤던가? ,Where did we...,0.561051,0.539282,0.872927
때린 놈은 잊어버려도 맞은 놈은 못 잊어버리지. ,"Even if you forget the beaten one, you can't forget the right one.",0.685176,0.685176,0.743249
혹시... 울릉도? ,Maybe... Ulleungdo?,0.603696,0.742951,0.773570
지랄하네. ,It's shit.,0.586953,0.703376,0.773139
얌마. 죽을려면 대통령 불알을 못잡냐? 곽철용 쟤는 아주 유명한 유명한 십새끼야. ,Yumma. Can't you catch the President's balls to die? Kwak-cheol-yong is a very famous ten.,0.529307,0.623314,0.836298
.... ,.... ,1.000000,1.000000,1.000000
헉! ,Ugh!,0.552273,0.770455,0.718973
왜? ,Why?,0.776393,0.776393,0.843826
오줌이.. 오줌이 손에 닿네. 이거 재수발 날아간 거잖아. 하지말자. ,Urine... Urine is in my hands. This was blown up again. Don't do it.,0.541570,0.614652,0.788467
내가 할테니까 형은 뒤에서 보디가드처럼 서있어만 줘요. 무게 딱 잡고. ,"Because I'm going to do it, you just have to stand behind you like a bodyguard. Grab the weight.",0.581749,0.589679,0.766829
여기서 기술 부리다 걸리면 죽어! 너 돌아서면 바로 절교야. ,"If you get caught up in technology, die here! When you turn around, it's perfect.",0.602309,0.624008,0.778347
"내 말 명심해서 들어. 내가 코를 만지면 죽고, 입술을 만지면 배팅하고. 알았어? ",Listen carefully to me. I die when I touch my nose and I bet when I touch my lips. Ok?,0.534227,0.597185,0.832304
쫄지마. 인생 예술처럼 삽시다. ,Don't stop. Let's live like life art.,0.590498,0.618314,0.761492
인생은 비굴한거야 원래. 살아서 나가자. ,Life is sublime. Let's go out alive.,0.529129,0.639987,0.802749
웃어요 웃어. ,"Smile, smile.",0.630083,0.630083,0.756394
야 병풍들! 멍청하게 서있지 말고 맥주나 좀 갖고 와. ,Hey folding screens! Don't stand stupid and bring some beer.,0.574461,0.583294,0.797665
표시목! 내 패를 알고 친다? 그리고 줄담배? ,Indications! Do you know my hand? And a cigarette?,0.658416,0.664288,0.772600
회장님! 제가 다섯판 연속 먹었습니까? 여섯판입니까? ,President! Did I eat five consecutive editions? Is it the sixth edition?,0.714015,0.701292,0.721951
육연승! ,Six consecutive wins!,0.481112,0.751589,0.819095
이제 칠연승입니다. ,Now it's seven wins.,0.629748,0.800385,0.806572
잠깐만! 왜 자꾸 주머니로 손이 가? ,Wait a minute! Why do you keep your hand in your pocket?,0.567373,0.595043,0.807420
이거 왜그래? ,Why is this?,0.593081,0.702688,0.678616
이게 뭐야? 이거 보래니까. ,What is this? I want to see this.,0.529167,0.544095,0.722510
삥이네. 어쩐지 삥이 안뜨더라. ,That's it. Somehow it didn't make any sense.,0.687651,0.798506,0.770274
속이면 어떻게 된다고 했죠? 빨리 칼 가져와. 손가락 자르게. ,What did you say if you cheat? Bring the knife quickly. Cut your fingers.,0.568228,0.622353,0.802832
믿지 마! 이놈 말 믿지 마!  저 화투 감춘적 없어요. ,Don't believe it! Don't believe me! I haven't hidden my passion.,0.581069,0.560071,0.784483
주머니속에서 화투가 나왔는데 무슨 헛소리야. 내가 이 양반 주머니에서 화투짝 꺼내는 거 봤습니까 못 봤습니까? ,"There's an outrage in my pocket, but it's bullshit. Have you seen me take it out of my pocket or not?",0.475239,0.592025,0.852195
