Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
박남주 ! 박남주 !,Namjoo Park! Namjoo Park!,0.552211,0.525563,0.807637
남주박 ! 남주박 ! 남주박 !,Nam Joo-bak! Nam Joo-bak! Nam Joo-bak!,0.858579,0.858579,0.921913
시작한겨 ?,Have you started?,0.514096,0.607129,0.707864
응 ! 여자 개인결승 ! 할아버지 안 봐 ?,Huh ! Women's Individual Finals! Don't you see Grandpa?,0.514228,0.610959,0.784913
"내는 ... 딸내미 시합은 도저히 못보겄어, 조마조마해서 ...","I don't... I never watched my daughter-in-law, I was nervous...",0.521240,0.681035,0.810378
방금 4번 돗자리 손님한테서 항의가 들어왔어. 오징어 다리가 9개라고 ...,A protest has just arrived from a guest at mat 4. 9 squid legs...,0.482960,0.603663,0.818279
......,......,1.000000,1.000000,1.000000
다리 하나 ... 니가 먹었지 ?,One leg... did you eat?,0.474950,0.640607,0.785359
...,...,1.000000,1.000000,1.000000
이런 썩을 ! 손님꺼에 선을 대 ? ... ,This rot! Line up for customers? ...,0.621054,0.653839,0.697669
저게 언제부터 저기 있었냐 근데 ...,Since when was it there?,0.509543,0.712711,0.842821
무슨 ... 공사장빈가 ?,What... is it empty?,0.498212,0.688017,0.796696
쬐끔씩 꿈틀거리는거 같은데 ?,Sounds like a little wriggling?,0.620816,0.739144,0.800410
으 ... 쏴 !,Ugh... shoot!,0.518548,0.660465,0.709499
와 -  캔째루 삼켰나분데 !,Wow-you swallowed it!,0.440427,0.571183,0.838974
... 따서 줄걸 ...,... I'll pick it up...,0.641946,0.655988,0.731688
뭐야 근데 도대체 ... 저렇게 큰 물고기도 있나 ?,What the hell is there... is there a fish like that?,0.568090,0.676529,0.772958
저 모자 저거 내가 사준거 ! 저거 쓴게 젤 예뻐 !,That hat that I bought! That is pretty pretty!,0.535649,0.668118,0.808859
진짜 예술이여 예술 ! 내 딸이라서가 아니라 !,"Real art, art! Not because it's my daughter!",0.594222,0.661322,0.835588
저게 도대체 뭐여 !,What is that!,0.473565,0.696043,0.796690
쫄거 없어 !,Nothing!,0.489654,0.646334,0.747059
놔 - ! ,Let go!,0.328717,0.557215,0.729526
꺄아 - ! 금메달 !  아빠 ! ... 할아버지 ! ,Yeah-! gold medal ! Dad ! ... grandfather !,0.670404,0.670404,0.775676
현 - 서야 !,Hyun-Seo!,0.668906,0.889480,0.686526
야 ! 으아 !,Hey ! OMG !,0.353495,0.353495,0.591495
... 아빠 !,... Dad !,0.484082,0.484082,0.688136
으아 - !,OMG - !,0.383772,0.383772,0.642636
실로 어 - 처구니 없는 사태가 발생했습니다 !,"Indeed, uh-an absurdity has occurred!",0.521002,0.626479,0.828071
"합동재해대책본부 측은, 한강 인근지역 주민들에게 각별한 주의를 부탁하는 한편,","The Joint Disaster Response Headquarters asked the residents of the Han River area for special attention,",0.580964,0.637324,0.752220
시민공원 매점 운영자 여러분들 ! 최대한 빨리 철수를 서둘러,Citizen park stall operators! Hurry up withdrawal as soon as possible,0.563433,0.615557,0.752886
현서야 ! ... 금이다 금 !,Hyunseo! ... gold is gold!,0.767909,0.697006,0.732015
애야 ... 니 고모가 ... 고-올드 메달 ... 으어억 ...,Hey... your aunt... Go-old medal... Ugh...,0.478222,0.691882,0.838614
"경기 6 디에 이 - 사 -팔 - 칠 ! 이, 사, 팔, 칠, 아반떼 !","Match 6 D-four-eight-seven! This, four, eight, seven, Avante!",0.587196,0.661157,0.768643
으으으 ... 현서야 ... 억울해 ! ... 현서야 ...,Ugh... seoseo... I'm sorry! ... seo seo ...,0.528490,0.654680,0.755707
근데 ...  니가 뻘짓했다메 ...,But... you cheated...,0.507428,0.654512,0.849048
... ?,... ?,1.000000,1.000000,1.000000
얘기 다 들었어 ...  ... 엉뚱한 애 손 붙잡고 뛰었다메 !,I've heard all of it ... ... I grabbed the wrong child and ran!,0.552711,0.636096,0.789452
나자빠진 현서를 내비두구 ...  ... 다른집 딸내미를 ... !,Let's throw away the lost seo ... ... the daughter of another house ...!,0.537434,0.624419,0.767862
그게 ... 내가 ... 으에엑 ...,That's... I... Ugh...,0.667437,0.827078,0.783393
니가 아빠냐 ? 그러구두 니가 ... ,Are you a father? But you are...,0.492945,0.436810,0.784212
잠이 오냐 ? 잠이 와 ? ...  이 상황에서 잠이 와 ?,Are you sleeping? Are you asleep? ... do you fall asleep in this situation?,0.450188,0.582465,0.810218
고만해라. 니 형이 원래 잠이 많잤냐.,Be quiet. Did your older brother sleep a lot?,0.583478,0.514637,0.756896
"왜 사진을 이걸 썼어요 ? 내가 사준 남방 입구 찍은거, 그게 훨 이쁜데 ...","Why did you write this picture? The southern entrance that I bought, it's so pretty...",0.553913,0.600451,0.790503
... 저 사진은 꼭 지 엄마 닮게 나왔어.,... That picture came out like a mother.,0.528915,0.617471,0.783667
행여 ! 애민 뚝 싸질러놓구 도망간게 벌써 13년 쩬데 ...,Hang! It's already been 13 years since I ran out of Aemin...,0.547660,0.659075,0.827007
나라두 도망가겠다.,I will run away.,0.432183,0.569815,0.847927
사고처서 난 애를 사고 처서 보낸거여 ...,"In the accident, I bought and sent a child...",0.648878,0.716850,0.746340
씨발 무슨 교통사고면 황당하지나 않지 ... 어쩌다 보도못한 짐승한테 ...,"What a car accident, you're not going to be upset...",0.428096,0.587748,0.861338
"옛 어른들 말씀 애두, 사람 해친 짐승은 반드시 사지를 절딴내서 끝장을","The words of the old adults are sad, and the beast that has harmed the man must cut off the limbs and end it.",0.650975,0.655011,0.718386
... 그럼 장씨 아저씨한테 연락해봐. 아부지 그아저씨랑 친하잖어.,... Then contact Mr. Zhang. My father is close to him.,0.480550,0.674993,0.824570
총포사 장씨 형님 ?,"Mr. Jang, the gunsmith?",0.603589,0.681423,0.737635
그래. 그 집이 짐승 잡는데 전문아냐. 총두 많구 ...,okay. The house is not specialized in catching animals. There are a lot...,0.634094,0.630772,0.737746
그려 ... 내 손으로 직접 쏴죽여야 분이 좀 풀리겠다.,Draw it... shoot it with my own hands and I'm going to get a little loose.,0.573038,0.604877,0.776457
"여러분 ! 여기 주목 !  자 여러분들 중에,","Everyone ! Pay attention here! Now, among you,",0.579688,0.577091,0.790622
여러분들 생명과 관련된 아 - 주 중요한 문젭니다 !,"Oh, it's a very important question related to your life!",0.589182,0.611680,0.806571
근데 저 씨방새는 ... 뭐가 뭔지 설명도 안 해주고 ...,But that squirrel... doesn't even explain what it is...,0.546586,0.640437,0.791097
여러분 ! 지금쯤 아마 텔레비전뉴스에서 설명이 나오고 있을거 같은데요 ...,"Everyone ! By now, the TV news may be explaining...",0.446299,0.666129,0.864976
"길게 말씀드릴 시간이 없으니까, 상황설명은 뉴스로 대신 합니다 !","Since there is no time to speak for a long time, the situation description is replaced by news!",0.665497,0.668351,0.757258
아 참 !  혹시 괴생물체랑 직접 접촉하신 분 있습니까 ? ,Oh ! Have you ever had direct contact with a freak organism?,0.543981,0.589287,0.798831
... 어 ...,... uh ...,0.717157,0.717157,0.506135
괴물 직접 만지신분 !,If you touch the monster yourself!,0.633174,0.589421,0.755765
... 저기 ... 꼬리 쪼끔 ...,... over there ... cuffs ...,0.550352,0.516208,0.707074
으와 ! 그 자리에 가만히 ! 움직이지 말고 !,Whoa! Stay there! Don't move!,0.411166,0.592289,0.879678
어 ... 어 ... 아부지 !,Uh... Uh... Father!,0.468085,0.499671,0.650985
강두야 !,Gangdu!,0.649024,0.668312,0.736101
많은 시민들을 죽음으로 몰고간 이번 한강 괴생물체가 예상보다 훨씬 더 치명적인,"The Han River gangrene, which has killed many citizens to death, is far more deadly than expected.",0.588416,0.670025,0.805333
이번 한강둔치 괴생물체 난동사건때 괴물과 맞서 용감히 싸우다 한쪽팔을 잃은,"During the Han River Dungeon monster riot, he braved the monster and lost one arm.",0.558748,0.583166,0.822806
미군 의료진의 정밀 검사 결과 도날드 하사관의 몸에서 괴생물체와 접촉한 신체,A close examination of U.S. military medical personnel revealed that Sergeant Donald's body came into contact with a crypt.,0.554657,0.612980,0.772461
현재 바이러스 샘플을 미국 질병관리 통제센터 즉 CDC로 보낸 미 8 군 ,"Eighth Army currently sends virus samples to the US Centers for Disease Control and Prevention, CDC",0.633495,0.665311,0.720067
... 이에 당국은 괴생물체 출현 당시 사건현장에 있었던 바이러스 감염 의심자들을,"... Accordingly, the authorities have reported suspicions of a virus infection at the scene of the occurrence of the organism.",0.635198,0.681941,0.711686
"오염지역 > 표지판에서 포커스 이동하면, 서둘러 둔치를 빠져나오는 경찰과 군병력의 철수 광경이 보인다.","Contaminated area> When you move the focus from the sign, you can see the withdrawal of the police and military troops in a hurry out of the dungeon.",0.592345,0.618463,0.719844
"한편, 오늘 오후 성산대교 부근 둔치를 순찰중이던 마포 경찰서 소속 경찰관 ","Meanwhile, a police officer belonging to the Mapo Police Station was patrolling the blitz near Seongsan Bridge this afternoon.",0.583235,0.639573,0.743707
저기 ... 집에는 언제쯤 갈 수 있는겨 ?,Hey... when can you go home?,0.419168,0.539209,0.851697
집에 못갑니다.,I can't go home.,0.477773,0.554595,0.791409
아빠 ! 나 죽는거야 ?,Dad ! Am I dying?,0.469071,0.734947,0.817513
입방정 떨지말구 ! 선생님 시키는대로 해 !,Don't shake the cubic! Do what the teacher says!,0.590311,0.635613,0.817215
등이 자꾸 가려워  등이 이상해 ! 안에 뭔가 있는거 같어 ... ,The back keeps itching and the back is strange! I think there's something inside...,0.634085,0.662987,0.722446
너 목욕 안해서 그런거여.,It's because you don't bathe.,0.564412,0.672039,0.795089
조용히 하시구요 ... 움직이지 마시구요 ... ,Be quiet... don't move...,0.451497,0.542582,0.870992
...  아빠 ! 아빠야 ?,...  Dad ! Is it dad?,0.477628,0.572304,0.729956
... ! !,... ! !,1.000000,1.000000,1.000000
아빠 나 현서 !,Dad or Hyunseo!,0.658122,0.658122,0.736390
어 ... 으 !,Uh...,0.507107,0.717157,0.297747
아빠 ... 나 여기  깜깜한 하수구 같은 덴데 ...,Dad... I'm like a dark sewer here...,0.541191,0.560873,0.852536
"어, 어디 ? 어디라구 ?","Uh, where? Where is it?",0.510813,0.510813,0.636055
몰라 아빠 ...  ... 여기 괴물이 ... ,I don't know Dad... ...the monster here...,0.460154,0.618238,0.740129
"혁, 현서야. 울지말구!","Hyuk, it's Hyunseo. Don't cry!",0.645252,0.583345,0.766812
아빠 ! 핸드폰이 밧데리가 ...,Dad ! The cell phone has a battery...,0.649578,0.654571,0.690815
"아, 아부지 ! ... 아빠 !","Ah, father! ... Dad !",0.593208,0.534495,0.697135
너두 봤냐 ?,Have you seen it?,0.590145,0.616569,0.781853
뭘 ?,What ?,0.443142,0.697605,0.834609
길에 돈 ! 지폐 !,Money on the road! money !,0.506742,0.669687,0.720429
"너두 좀 찾아봐 임마, 반 너 줄게 !","Look for you, dude, I'll give you half!",0.495973,0.588681,0.815759
"야 야, 빨리 들어와 ... 바로 옆이 강물이다.","Hey hey, come in quickly... Right next to the river.",0.604549,0.585015,0.725864
오 예 !,Oh yeah !,1.000000,1.000000,1.000000
으아악 -,Ugh-,0.448993,0.676065,0.747306
제발 ! ... 제발 !,please ! ... please !,0.493592,0.549796,0.730058
핸드폰 ... 잘 터지는 핸드폰 ...,Cell phone ... Cell phone that pops well ...,0.566518,0.573195,0.740540
"따님 박현서, 당산여중 일학년 ... 사망자 맞잖아요 ?","Your daughter Park Hyun-seo, Dangsan Girls' Middle School... You're dead?",0.557188,0.578287,0.781511
아니 그러니까 ... 사망잔데 사망을 안했다고 !,"No, I'm... I died, but I didn't die!",0.447841,0.590930,0.840773
"이봐요  지금 얘기가 자꾸 뱅뱅 돌잖아, 이 - 빠이 반복 데쓰요 !","Hey, the story keeps spinning, I-Pai repeat!",0.424720,0.628522,0.854695
"내 말을 좀 끝까지 들어봐, 그러니까 ... ","Listen to me a bit, so...",0.450359,0.673886,0.848787
죽는걸 두 눈으로 봤다 ! 근데 새벽에 전화왔다 ! 뭡니까 이게 ?,I saw dying with both eyes! But I called at dawn! What is this?,0.511898,0.625020,0.822026
자 ! 잘봐 !  ... 이 핸드폰 ! 이게 박현서야 !,Now! Look Carefully ! ... this cell phone! This is Park Hyunseo!,0.563887,0.643401,0.743173
완전히 먹어찌 ? 그래똬가 ...,Eat it completely? Yes...,0.574490,0.650372,0.801816
일이 이렇게 된거라니까 ! ... 휴지통이 하수구 !,This is what happened! ... Trash can sew!,0.545882,0.624132,0.801040
정신과 치료 받던 분입니까 ?,Are you a psychiatrist?,0.394570,0.600346,0.833541
"그건 아닌데, 정신적 충격 땜에 일시적으루 분열증세가 생기는게 아닌가 ...","It's not that, but because of the mental shock, the temporary symptoms of fragmentation...",0.643795,0.696124,0.754199
"이보쇼 ! 통화내역조회, 발신자 위치추적 같은 거 다 해봐야 되는거 아냐 ?",Show me! Isn't it necessary to do all things like call history inquiry and caller location tracking?,0.599420,0.625592,0.765867
저기요 ...  그런거 아무나 애브리데이 해주는게 아니에요 ...,Excuse me... It's not everyone's birthday.,0.571042,0.617345,0.812456
우리현서가지금하수구레니까이바보똥대가리들이말귀를못알아으흐흑 ...,"Because our seo is now a sewer, Ibabo shit doesn't know what to say.",0.512741,0.632151,0.845553
대학 나온 니가 좀 자세히 설명을 하지 그랬 ...,Why didn't you go out of college to elaborate...,0.516935,0.615114,0.803743
근데 전화가 오긴 온거야 진짜 ?,"But the call came, really?",0.436403,0.592618,0.839736
잠깐 !,Wait!,0.254735,0.541382,0.811138
어쨌든 지금 ... 현서가 살아있다 이 말 아냐 !,Anyway now ... seoseo is alive!,0.497498,0.668050,0.849231
강두 너 아부지 함 봐봐,"Kang Doo, look at your father",0.603050,0.557792,0.773202
너 이거 ... 진짜구나 ...,You are... This is real...,0.557329,0.604937,0.734016
...  그러게 우리가 지금 여기서 이러구 있을 때냐고 ...,... so that's when we're here right now...,0.484939,0.585255,0.838688
... 저기요 ... 잠깐 !,... Excuse me... Wait!,0.636873,0.636873,0.745655
아니 이사람들이 지금 ...  남자 조무사들 어딨어 !,"No, these people are now... Where are the male assistants!",0.542942,0.617254,0.770537
"아니, 우리가 같이 다니는게 그렇게 눈에 띄냐 ?","No, is it so noticeable that we go together?",0.601852,0.662935,0.766491
"아무튼 ! 이럴 때 일수록 뭉쳐야 혀, 무조건 같이 다니 ... ","Anyway ! In this case, the more you stick together, the tongue, unconditionally go together...",0.609814,0.645223,0.751562
삐 삼에 에프 십칠 !,Beep three F seventeen!,0.652606,0.685231,0.695035
"에프, 에프 ... 씨바 어디가 에프야 ?","F, F... Ciba, where is F?",0.588667,0.673662,0.735130
저 쪽이여 !,That way!,0.543013,0.603570,0.766231
"근데, 현서가 진짜루 하수구에 있단 말이여 ? ","By the way, is Seohyeon really in the sewer?",0.517967,0.601674,0.791472
"아저씨, 그게 그러니까 ...  자, 이 핸드폰은 현서, 나는 괴물 ...","Mister, that's why... Now, this cell phone is seo, I'm a monster...",0.611715,0.659672,0.771507
"아 좀 ! 하지마, 드러 !","Oh a little! Don't, reveal!",0.542682,0.557549,0.733431
......,......,1.000000,1.000000,1.000000
아니 경찰이나 어디에 얘길 좀 해보지.,"No, let's talk to the police or somewhere.",0.577410,0.672036,0.781087
그게 ... 얘길해두 당최 접수 자체가 안되는겨. 접수가 되두 또 이게 ...,Well... let's just talk about the receptionist itself. This is another receptionist...,0.680159,0.674077,0.743746
그래두 그렇지 ...,"Yes, yes...",0.542334,0.819681,0.834212
"어쨌건, 한강변 하수구를 싸그리 직접 뒤질껴, 빠르고 아쌀하게 ...","Anyway, I traversed the Han Riverside sewer directly, quickly and inexpensively...",0.614603,0.644206,0.774036
"그래 하여튼 뭐 ... 큰 짐승이 날뛰는 동네에 들어가는 것이니께,","Anyway, well... I'm going into a town where big animals are raving,",0.552356,0.635780,0.798531
이 은혜 평생 안 잊을껴 !  ,I will never forget this grace!,0.617346,0.643185,0.725846
... 근디 지금 세균문제루다 한강변에 보초를 ,"... But now, I'm going to put a guard on the Han River",0.495722,0.622236,0.806548
... 한강이다 !,... it's the Han River!,0.476559,0.576221,0.699799
"안 쪽은 텅텅 볏네. 일단 들어만 가면 되겠쓰, 안전한 코스루 ...","The inside is blank. I just need to go inside, safe course...",0.547255,0.648036,0.822685
형. 꼭 가야 돼 ?,brother. Must I go?,0.550338,0.600137,0.694370
니가 아직 배가 들고프구나 ...,You are still hungry ...,0.555808,0.644636,0.816106
...,...,1.000000,1.000000,1.000000
이런 기회가 흔한 줄 알어 ? 빨랑 따라와 임마.,"Do you know this opportunity is common? Come along, dude.",0.573808,0.583291,0.762478
"탈출한 이들 보균자 가족 중, 특히 장남 박강두씨는 괴생물체와 직접 접촉한 ","Among the families of those who escaped, especially the eldest son, Mr. Kang Doo Park, was in direct contact with the monster",0.569495,0.617430,0.751624
"오 - 우, 방강두 ! 방송출연 !","Oh-oh, Bang Gang-doo! Broadcast appearance!",0.585820,0.728586,0.781518
"아, 저거 ... 주민증 사진을 ...","Oh, that's... a resident ID picture...",0.666666,0.682532,0.751231
저희를 이렇게 막 ! 힘으루다 밀치면서  빠져나갔는데 ...,Just like us! I pushed out and tried to escape...,0.511106,0.703426,0.840025
저런 씨 - 발것이 말하는거 하구 ... 나 쟤 누군지 알어 !,That's what Mr. Foot is saying... I know who he is!,0.538548,0.640525,0.802287
그래. 간호사 중에 다리 굵은 애 하나 있었어.,okay. One of the nurses had a thick leg.,0.555895,0.636029,0.794567
썅년이 ... 음성변조하면 모를 줄 알고 ...,She's... I don't know if she's voice modulating...,0.569164,0.627079,0.817570
오빠들 ! 그만 좀 해 !,older brothers ! Stop it!,0.593511,0.593511,0.681951
"... 현재 경찰은 전염병 예방법 위반과 공무집행방해를 적용, 이들 가족에게 긴급","... Currently, the police apply for violating the infectious disease prevention method and obstructing public officials, urgent to their families.",0.603442,0.633485,0.772115
신궁에서 도망자로 ... 세균으로 얼룩진 금메달의 영광 ... 오늘자 스포츠지들은,From a shrine to a fugitive ... The glory of a gold medal stained with germs ... Today's sports magazines,0.635752,0.635752,0.724680
뭐야 이거 ? 나만 왜 기사가 안나와 ?,what is this ? Why am I not getting articles?,0.549006,0.632448,0.776427
오빤 별 특징이 없잖아.,You don't have any special features.,0.562795,0.577867,0.744144
... 쎄구 쌘게 대졸 백수 아니냐,... Isn't she a college graduate?,0.688524,0.645280,0.741909
조국의 민주화에 몸바쳤구만 씹탱이들이 취직도 안시켜주고말야 ...,"I devoted myself to the democratization of my country, but the chuckles didn't even get a job...",0.564282,0.609354,0.755295
... 한편 미국 CDC와 세계보건기구 WHO는 이번 보균가족 탈출사건을 언급하는,"... Meanwhile, the CDC of the United States and the WHO of the World Health Organization comment on the escape of the carrier family.",0.611044,0.640910,0.743965
됐다 !  가자 !,done ! Go !,0.436243,0.706022,0.811832
씨발 ... 뭔 검문이 이따위야 ? 이럴 꺼면 왜 해 ?,Fuck... what kind of checkpoint is this? Why do you do this?,0.559127,0.610810,0.733879
조용히 해 임마 !,"Be quiet, dude!",0.532301,0.564246,0.762463
저기 보조석에 계신분 마스크 좀 내려봐요.,"If you're in the back seat over there, take down the mask.",0.576036,0.659711,0.774624
...... !,...... !,1.000000,1.000000,1.000000
