Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
사업구상 끝났다니까. ,job thought be over,0.365171,0.617778,0.820725
안돼. 고니야 미친놈아 안돼. 아니지!  이걸로.. 실수만 안하면.. ,No Connie youre not crazy No With this if you dont get a fault,0.555546,0.643178,0.797066
모란 6월. 싸리나무 7월. 공산명월 8월. 국화 9월. 단풍 10월... ,peony June Siri corner July commie month august Chrysanthemum Sep fall will in Oct,0.604751,0.570834,0.768981
그집은 뭘 먹고 왔길래 이렇게 끗발이 세? ,What do you wipe out at that planetary house so clean,0.600421,0.662632,0.743122
마누라 빤스 입고 왔지요. 고니 너 다 꼴았냐? ,Ive be tire out my wife drawers Connie equal you all gone,0.524201,0.559894,0.741864
아이 씨벌. 끗발이 안 오른다. 끗발이... 돈이 적어서 그런가? 지금 몇시야? ,nestling fucker The metrical unit constitute not originate Glimbal be it because there constitute short money What time is it now,0.540269,0.677495,0.809578
그 때 고니는 결심했대요. 이 돈을 잃으면 스스로 목숨을 끊겠다고! ,At that clock time Connie settle If you lose this money you will end your life,0.606780,0.648079,0.823258
고니야! 8이 떨어지면 판 좀 키워라. ,Connie When the 8 run out put forward the photographic plate,0.540743,0.666791,0.755732
예? ,Yes,0.701027,0.952860,0.693569
니 본전은 내가 돌려준다. ,I will turn back your main game,0.536690,0.605324,0.787550
염병하고 자빠졌네. 국 쏟고 가랑이 디버렸구만. ,Im sick and sleepy I disgorge the soup and ditch the crotch,0.538785,0.679135,0.779076
에이 개패가 들어왔네. ,Theres a secret plan conk on,0.611631,0.707749,0.760591
10 한 장이 빠졌으니까 장땡은 없다. ,10 There embody no longing because one musical composition represent omit,0.545875,0.616473,0.811769
패를 그렇게 까면 어떡합니까? 조용히 죽어야지. ,What if you lose your deal like that You throw to go softly,0.595468,0.684613,0.778538
실수한거지 뭐. 그걸 갖고.,I wee a misapprehension stimulate it,0.559310,0.618657,0.766616
꺼먼거.. 꺼먼거.. 옳지 옳지.. 백만원만 걸어봤어. ,Nothing Nothing Right or decently Ive but walked a million won,0.682500,0.665129,0.734785
꺼먼거?.. 꺼먼거면.. 1하고 8인데 8은 내가 가졌으니까 춘재형은 1땡이다. ,If its off If its off its 1 and 8 but 8 feature I,0.439595,0.690325,0.887117
이백만원 더. ,Two million win more than,0.519771,0.631824,0.771608
9땡인가? 나는 밑질 게 없다. 판만 키워주면 되니까. ,be it 9 I take in naught to underestimate I but want to get the photographic plate,0.599749,0.617622,0.766641
오백만원 더. ,Five million win more than,0.431179,0.495882,0.779135
허허 큰 판이니까 죽을 수도 없고.. 나머지 다. ,Its a big shell so I pitch die everything else,0.513855,0.614300,0.773423
내가 미쳤지. 이거 갖고 먹을 수 있겠소? 5땡! ,Im loony hindquarters you eat this 5 ding,0.567017,0.729725,0.813454
미안하게 됐습니다. 7땡입니다. ,I am sorry It cost 7 dots,0.466988,0.697512,0.864724
잠깐.. 잠깐 8땡!,postponement postponement 8,0.467478,0.601031,0.773432
니미 작년에 할머니 묏자리를 잘 썼나? 고맙습니다 할머니! 9땡! ,Did you use your nan seat intimately last class Thank you grandma 9 ding,0.601881,0.653905,0.815234
9땡? 어떻게? 꺼먼거 꺼먼거 그랬잖아?,9 dong how Did you do that,0.478561,0.639733,0.890585
이 멍청한 새끼가. 여기 꺼먼 거 쪼금 있잖아. 봐봐. 꺼멓잖아?  ,This stupid illegitimate child Theres a small chip here facial expression be it off,0.582266,0.621232,0.756466
이 등신같은 새끼. 석장만 떼기로 해놓고 왜 넉장을 떼나? ,This asshole Why exercise you need to aim off the Oliver Stone without give the Harlan Stone,0.635270,0.634855,0.738041
오해야 오해. 난 틀림없이.. 석장만 기리했어.,Misunderstanding misinterpret I must own honored the chief,0.631837,0.653438,0.747973
누굴 호구로 아나? ,Who know as a hug,0.500182,0.503448,0.760680
말로 합시다. 예? 나도 돈 잃었잖아요.,Lets speak Yes I fall behind money also,0.651316,0.624019,0.733210
너! 저놈들하고 짰지? 아니긴 뭐가 아냐? ,you cause you go along with them What embody not,0.541266,0.579059,0.786248
이제본게 이것들이 짰구만.  이게 어디서 남의 동네에 와서 행패야? ,Ive assure these things now Where execute this ejaculate from other mass region,0.654196,0.654196,0.727420
형! 우린 끼어들지 맙시다. 돈 땄으면 됐잖아. ,blood brother lease us not cut off You just feature to lose money,0.625109,0.606901,0.731980
그래 일단 자네들은 먼저 가. ,Yes you decease first off,0.554921,0.700995,0.780445
안돼. 저 놈 잡아. 사기꾼들 잡으라고.. ,No Get that guy cable arrest the gouger,0.531678,0.613141,0.789951
고니야! 너는 내일 우리집으로 와라. 너는 죄가 없은게 개평이라도 좀 줄란게. ,Connie You make out to my house tomorrow Youre not guilty but youre go to come some review article,0.594059,0.624807,0.779166
이 돈이 어떤 돈인데.. 물어낼거야 안물어낼거야? 대답해 이자식아! ,What variety of money is this will you need or not do me,0.499397,0.627466,0.806392
살려주세요.. 내가 물어낼게요. ,Please make unnecessary me Ill ask,0.696776,0.696189,0.755044
언제? 언제 줄거냐고? ,when When will you pay it,0.588500,0.511303,0.795675
하루종일 기리하는 연습만 했는데.. 네장을 떼다니 ..,I just do honor all day,0.287243,0.679929,0.922052
누나! ,sis,0.444527,0.562522,0.614003
어떻게 하나~ 죽자! ,How one allow dice,0.435196,0.517165,0.776175
"생각해보면 다 우연이에요. 고니가 26살 때죠. 생각해보면 다 우연이에요. 그날, 고니는 박무석을 만났고 고니누나는 남편한테서 받은 위자료를 가지고 왔고.. 무서운 우연. 그런데 그날 고니에게 더 무서운 세 번째 우연이 닥쳐요. ",Its all a coincidence When Connie be 26 long time old Its all a coincidence That day Connie see parkland Moosuk and sis Goni add the maintenance from her hubby a frightening coincidence But a third more than frightening coincidence hail to Connie that day,0.575860,0.664080,0.795721
아이구 참.. 그놈의 손모가지 확 짤라버리든가 해야지. ,Im actually I own to hack off his paw,0.458198,0.526033,0.841427
그런 소리 마. 손이 무슨 죄가 있어? ,Dont articulate that What constitute your mitt guilty of,0.521965,0.649103,0.820371
말씀도 잘하셔. ,You mouth well,0.388490,0.515360,0.821371
나이 오십에도 안처진거 보면 다른 데도 좀 기대가 되는데. ,Im search forth to check something else when Im not incur older,0.541744,0.638615,0.784906
나 오십 아니라니까. ,Im not fall,0.470263,0.682781,0.844312
찌게 줘? ,establish it steam clean,0.384534,0.624635,0.893105
됐습니다. ,Thats it,0.521437,0.754357,0.784041
젊은 놈이! 돈때메 죽을라고 그래? ,Thomas Young gentleman's gentleman Are you sound out youre go to become flat,0.471716,0.644557,0.832807
놔요. ,lease it conk,0.378624,0.501692,0.804867
그러게 화투는 왜 치고 지랄을 떨어? 니 애비 꼴 날라 그래? 소문 다 났어. ,So why act you score the shucks Are you take flight like Abby Rumors constitute over,0.564473,0.567991,0.748290
딴데서 죽을테니까 좀 놔요. 쪽팔리게 진짜. ,Ill run short somewhere else so lease me go Really hinder,0.586482,0.646727,0.798747
평경장님! 여기 좀 어떻게 좀 해봐요. 죽겠데는데 지금. ,Chief Pyeongkyung How come you practice it here Im go instantly,0.585568,0.616965,0.800642
아~ 놔두고 이리와! 안그래도 대한민국은 인구가 너무 많아. ,Ah farewell it here Otherwise Korean Peninsula experience excessively much population,0.515092,0.599627,0.768727
"말려야죠, 그래도.",I give to dry out it though,0.570220,0.675973,0.765405
하나만 물어보자. 왜 돈을 잃었다고 생각해? ,but inquire one Why perform you think you lose money,0.598411,0.539326,0.750356
왜 잃었겠어요. 평생 운하고는 남이니까 그렇죠. ,Why would I give miss it Its because youre the only I who induce equal lucky perpetually,0.563304,0.628639,0.768353
아직도 꿈속을 헤매고 있구만.. 꼭 이 몸이 나서줘야 돼나? ,Im notwithstanding cheat approximately in my aspiration but must I beat this trunk out,0.545517,0.584926,0.784547
원래 석장을 떼기로 했는데 넉장을 떼었다? ,earlier I adjudicate to polish off the Lucy Stone,0.572701,0.718566,0.781866
본인이 인정했습니다. ,I hold,0.263909,0.551992,0.915959
딱 까놓고 얘기하자면 걔는 실수를 안했어. 걔가 만약 실수를 했다면 박무석이? 합천에서 왔다는 그 놈이 자기 패를 딱 보고 아~ 이거 일이 꼬였구나 했을거 아닌가? 그런데도 가진 돈을 몽땅 걸어? ,To personify honest he shit no misapprehension If he shit a fault Park Moosuk The cat who issue forth from Hapcheon watch his script and ah This be a construction notwithstanding walk all the money you experience,0.578378,0.635327,0.780229
박무석이도 돈을 잃었잖아요? ,commons Moosuk as well miss money right wing,0.550078,0.574475,0.723272
얘 머리 되게 안좋네. 돈딴놈이 춘재라고? 걔한테 밀어주는거지.,This hair's-breadth personify not very good Chunjae follow the money guy Im push him,0.561443,0.561443,0.744037
보디가드요? ,Bodyguard,0.770609,0.604128,0.720662
사람 머리통을 후려갈기는게 아무나 하는게 아니다 너. 근데 춘재가 미니까 발라당 나가떨어져? 이상하지 않냐? 참! 니네 사장이 죽을 때 단풍이 한 장 까졌다고 그랬나? 걔도 한패구만. ,Its not anyones chore to shell a individual head teacher But since Chunjae represent labour equal it out of the lay Isnt it strange Buckeye State yeah Did you order that when your chief pop off a musical composition of leaf fall He too a loser,0.618092,0.632479,0.759625
그냥 추측한거죠? ,Did you just judge,0.596682,0.747012,0.823889
"내가 임마 앉아서 천리, 서서 구만리야. ",Im precisely pose there place upright endure,0.608409,0.620341,0.746466
어이 마담! 나 머리 좋지않어? ,Hey Madame Isnt my whisker good,0.639374,0.611632,0.769095
내가 인생에 파도가 좀 많아요. ,I experience a circumstances of moving ridge in my life history,0.447028,0.613705,0.807593
얌마. 누군 파도 없냐? 그래서 합천 박무석이는 찾았어? ,Yumma Anyone experience waving So manage you get Hapcheon green Moosuk,0.609539,0.612470,0.750175
찾았지. ,I launch it,0.667588,0.667588,0.816102
어디서? ,where,0.330740,0.438077,0.746298
저 위에. ,Up there,0.552718,0.552718,0.647030
저새끼! 얼마야? ,That bastard How much is it,0.478227,0.638495,0.757708
1억쯤 되보이는데요.,It seem like 100 million,0.599052,0.720389,0.760700
되보이는데요? 가서 확인해.,It see like Go mark it out,0.520157,0.646917,0.832609
너.. 너.. 너 미쳤니? 수학적으로 계산을 해야지 성질로 밀어붙이고. ,Are you equal you be you crazy You throw to act math mathematically tug it into nature,0.633847,0.682165,0.757739
그만 가자. ,Lets conk,0.638609,0.721669,0.747751
크~ 죽인다. 완전 돈 놓고 돈 먹기네. ,Big killing it Im deplete money for money,0.564729,0.645168,0.751369
여기 판대기 오야지가 누군줄 알아? 곽철용이야. 곽철용 몰라? ,arrange you acknowledge who Oyaji exist here Its Kwak Cheolyong Dont you jazz Kwak Cheolyong,0.578144,0.638596,0.760976
어이~ 우리 회장님이 얼굴 좀 보자는데. ,Hey Our chair be count at his cheek,0.451804,0.562248,0.798397
뭘 잘생긴 얼굴이라고 봐? ,What act you mean is a handsome facial expression,0.509557,0.584769,0.752588
젊은 친구! 돈이란 게 말야 독기가 세거든. ,Thomas Young friends Money embody strong,0.586592,0.669965,0.787951
2억도 안되는 이정도 푼돈에 무슨 독기가 있겠습니까? ,What poisonous substance represent there in less than 200 million win,0.642068,0.658631,0.748109
어이. 무석아! 정식으로 한판 해줘야지. ,Hey howler I throw to do it officially,0.519323,0.603991,0.806448
오늘은 시간도 없고 원체 담이 작아서 이렇게 큰 판은..,Today there represent no fourth dimension and the original bulwark constitute little,0.572081,0.644921,0.795236
얘들아! 이 분이 담이 작으시댄다. 뒤에 가서 담 좀 키워드려라.,guy This individual experience a small wall turn behind it and test to keyword it,0.614571,0.598054,0.759281
아냐 나.. 담 커. ,No I curse,0.311424,0.621552,0.808037
우리 어디서.. 봤던가? ,Where execute we,0.621855,0.616891,0.767742
때린 놈은 잊어버려도 맞은 놈은 못 잊어버리지. ,still if you forget the beaten one you pitch forget the right I,0.575122,0.663164,0.764648
혹시... 울릉도? ,Maybe Ulleungdo,0.603696,0.742951,0.773570
지랄하네. ,Its damn,0.599017,0.628545,0.775383
얌마. 죽을려면 대통령 불알을 못잡냐? 곽철용 쟤는 아주 유명한 유명한 십새끼야. ,Yumma bank you get the Chief Executive ball to choke Kwakcheolyong comprise a real famous X,0.551741,0.672957,0.813325
.... ,,1.000000,1.000000,1.000000
헉! ,Ugh,0.552273,0.770455,0.718973
왜? ,Why,0.776393,0.776393,0.843826
오줌이.. 오줌이 손에 닿네. 이거 재수발 날아간 거잖아. 하지말자. ,pee pee represent in my men This was botch up again Dont answer it,0.597156,0.642983,0.764335
내가 할테니까 형은 뒤에서 보디가드처럼 서있어만 줘요. 무게 딱 잡고. ,Because Im conk to make out it you just experience to bear behind you wish a bodyguard Grab the exercising weight,0.564857,0.601044,0.776385
여기서 기술 부리다 걸리면 죽어! 너 돌아서면 바로 절교야. ,If you bring forth arrest up in technology die here When you turn around its perfect tense,0.641484,0.633799,0.740321
"내 말 명심해서 들어. 내가 코를 만지면 죽고, 입술을 만지면 배팅하고. 알았어? ",Listen carefully to me I become flat when I impact my nose and I look when I touch my mouth Ok,0.564631,0.612833,0.788756
쫄지마. 인생 예술처럼 삽시다. ,Dont stop net ball hold up like life artistic production,0.486388,0.607035,0.801074
인생은 비굴한거야 원래. 살아서 나가자. ,Life is sublime Lets start out live,0.587030,0.620035,0.797836
웃어요 웃어. ,Smile smiling,0.563563,0.589963,0.679169
야 병풍들! 멍청하게 서있지 말고 맥주나 좀 갖고 와. ,Hey close sieve Dont stick out stupid and contribute some beer,0.545703,0.604065,0.801638
표시목! 내 패를 알고 친다? 그리고 줄담배? ,reading Do you have intercourse my handwriting And a butt,0.654110,0.654110,0.757800
회장님! 제가 다섯판 연속 먹었습니까? 여섯판입니까? ,chair Did I eat five consecutive version cost it the sixth version,0.643787,0.667599,0.736922
육연승! ,Six consecutive win,0.494296,0.727254,0.813275
이제 칠연승입니다. ,forthwith its seven wins,0.680709,0.708545,0.732290
잠깐만! 왜 자꾸 주머니로 손이 가? ,Wait a mo Why cause you maintain your manus in your air hole,0.472277,0.610188,0.794637
이거 왜그래? ,Why represent this,0.371982,0.755360,0.756956
이게 뭐야? 이거 보래니까. ,What constitute this I want to run across this,0.398239,0.557852,0.802821
삥이네. 어쩐지 삥이 안뜨더라. ,Thats it Somehow it didnt do any sensory faculty,0.609683,0.736072,0.804058
속이면 어떻게 된다고 했죠? 빨리 칼 가져와. 손가락 자르게. ,What set you enjoin if you cheat contribute the tongue quick baseball swing your fingers,0.579300,0.585371,0.755618
믿지 마! 이놈 말 믿지 마!  저 화투 감춘적 없어요. ,Dont consider it Dont trust me I havent hidden my rage,0.551954,0.610889,0.775436
주머니속에서 화투가 나왔는데 무슨 헛소리야. 내가 이 양반 주머니에서 화투짝 꺼내는 거 봤습니까 못 봤습니까? ,Theres an outrage in my pouch but its Irish bull induce you see me ask it out of my scoop or not,0.477475,0.579136,0.858942
... 내 얼굴 봐서 한번만 없던 일로 하자. ,facial expression at my font and LET manage it formerly,0.592519,0.652093,0.762630
에이 분위기 잡치게..  뭐가 이렇게 미지근해? ,net ball catch this aura Whats and so lukewarm,0.532793,0.651642,0.765771
주눅이 들지. 끝났어. 이제. ,Its genuinely nasty its over forthwith,0.613982,0.636081,0.768176
