Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
그러니까요. 오늘 비행인 줄 알았는데...,Because it cost I imagine it cost a escape today,0.668955,0.660023,0.742993
"바쁜데 왔죠, 제가?",Im busy personify I,0.534245,0.609465,0.740969
5분 있어요. ,I own 5 transactions,0.453793,0.607825,0.771835
저도 10분밖에 없어요.  ,I but cause 10 transactions,0.573776,0.581534,0.723777
"응, 우형아... 그래, 갈게... ",Yes Woohyun Yes complaint conk,0.594419,0.722848,0.789768
떠나기 전에 주고 가고 싶어서 왔어요. 영화 ‘티파니에서 아침을’ 좋아한댔죠?,I do because I want to pay it before I go away You say you wish the picture show dawn at Tiffany,0.516597,0.602104,0.766334
티파니... 오드리 햅번...  나랑은 안 어울려요. ,Tiffany Audrey Katharine Hepburn It doesnt wooing me,0.669027,0.611443,0.743839
"껴 보면, 알게 되겠죠. ",snuggle youll know,0.409670,0.675281,0.870493
전에도 말했지만 전 아직...,I say it before but I notwithstanding,0.631156,0.677659,0.770108
5분 참 빨리 간다. ,It run short rattling speedily in 5 transactions,0.392994,0.560619,0.863130
아-! ,Ah,1.000000,1.000000,1.000000
지우씨!  이거......,Jiwoo this,0.713572,0.742180,0.707537
"아휴, 고객님~ 무비자 입국 시행 된지가 언젠데요~ ",Ah client Its been a spell since the reaching of a visafree debut,0.612319,0.612319,0.736232
"실종, 납치, 폭력, 강도, 마약...... ",Missing snatch wildness looting drug,0.630357,0.652475,0.755300
요즘엔 폭탄 테러까지 일어납니다. 거기다 부에노스아이레스로 ,now still bombardment go on Plus to Buenos Aires,0.537475,0.634122,0.818503
자네가 무슨 인터폴이야? 이런 걸 왜 모아?!,What Interpol cost you Why pull together this,0.634855,0.628700,0.761390
전 그저 고객님들께 현지 안전에 대한 최소한의 정보를 드리고자...,I exactly desire to founder you minimum selective information on local prophylactic,0.586359,0.623338,0.749180
"그러니까 자네가 그걸 왜 걱정 하냐구! 거기 치안은 거기 시장이 해결하는 거고, 자네는,  관능의 탱고, ",So why personify you concern The security department there is the securities industry there and you the sensual tango,0.664358,0.664358,0.757409
그래도 알 건 알아야... ,I notwithstanding require to have intercourse,0.402090,0.603149,0.841331
요즘 회사 감축 때문에 난린 거 알지?  가 봐. 		,You have intercourse youve equal scramble with the companionship switch off these Clarence Day work,0.470114,0.599814,0.840474
프랑스 뭐?,Gallic what,0.564416,0.602809,0.737047
예? 에... 에펠탑 ,Yes Eh Eiffel Tower,0.694746,0.806763,0.781843
브라질 뭐?,brazil nut what,0.525152,0.644323,0.781314
쌈바!,Samba,0.886863,0.886863,0.937530
인도네시아.,Indonesia,0.842809,0.753697,0.678183
. 쓰나미? ,Tsunami,0.399078,0.707231,0.866344
"!!  발리! 발리!! 허니무너들의 천국, 발리!! ",Bali Bali honey promised land Bali,0.578378,0.736923,0.782963
당장 나가-!! ,go out instantly,0.548521,0.645262,0.804096
오네가이시마쓰~~ ,Onegashimatsu,0.691399,0.694316,0.644834
본사에서 오셨죠?  잘 하시겠네. ,be you from military headquarters Good chore,0.545776,0.586623,0.740953
하이- 치-즈-,Hicheese,0.589022,0.780650,0.755681
지금 뭐 하는 거예요? 아줌마 성추행으로 신고할 거예요!! ,What be you make out at present Im work to account it as sexual molestation,0.587340,0.627309,0.752584
"오바상 니크이 데쓰, 혼또 니크이 데쓰!! ",Obasans Nikedesu Hontonikedesu,0.803096,0.729419,0.715250
"한기준이, 어디가? 한 발짝만 걸어. 너 진짜 해고야!",Where be Han Kijun Just one pace You equal genuinely fired,0.640023,0.598175,0.748558
... ,,1.000000,1.000000,1.000000
좀 더 체계적이고 전략적으로 움직이란 말야!,relocation more systematically and strategically,0.649097,0.605020,0.753769
어디 가? 이 밤에. ,Where This dark,0.596170,0.596170,0.675443
"우리 닥터 정이 나오라네, 이 밤에.",Our doctor Carl Jung represent do out this dark,0.501661,0.561585,0.786891
거... 아직 선은 넘지 마라. 언니도 있는데...,Uh dont scotch the demarcation notwithstanding I experience a sis too,0.577030,0.669812,0.796710
내가 뭐? ,What personify i,0.479018,0.476015,0.807222
짝짝이지? ,Isnt it,0.579780,0.698134,0.759035
너무 커. 뽕 빼. ,excessively large assume out the mulberry tree,0.392364,0.616567,0.880608
눈 말야.  너무 큰가?,nose candy embody it excessively large,0.547988,0.588910,0.835550
커. 커. ,large Big,0.441290,0.652310,0.761094
누구?  아... 바쁘대. 오늘도 뉴욕 갔어. ,who Ah helium busy I run short to New York today,0.503083,0.575012,0.801903
"와~ 스케줄 꿰고, 벌써 그런 사이야? 야. 대단한데. ",Wow Are you already on the docket Hey Thats great,0.547315,0.662039,0.801999
"그래, 밀고 당기는 것도 애들이나 하는 거지, 그 나이엔 적당히 당기면, 넘어가 주는 거야. 어쩌면 그 남자 언니 인생의 마지막 남자일 수도 있어. ",Yes pushing and pulling personify too make out by Thomas Kyd and at that age if you draw in it right its over Maybe its the last gentleman's gentleman in his sis biography,0.649964,0.643053,0.752538
마지막?,Last,0.488668,0.589832,0.771481
그래. 처음이자 마지막 운명.  얌마. 워낙에 딱인 궁합이라잖아. ,okay commencement and last destiny Yumma Its a perfect catch,0.564912,0.634985,0.772223
만난 지 얼마나 됐다구... ,How long get you converge,0.533832,0.657852,0.776430
선보고 한 달이면 견적 쫙 나오지. 그 친구 추진력 하나는 확실한 줄 알았더니... ,After a calendar month presentment a citation will get along out I recall one of his ally tug power constitute sure,0.606411,0.654927,0.758975
저러고 다니다 들킨 거 아냐? ,Didnt you conk out over there,0.567155,0.666970,0.783304
들켰어? 그랬어?  옷은 절대적으루 지혜 꺼 입어야 된다구 내가...,Are you see Did you I dead feature to jade soundness I,0.508255,0.648345,0.857387
하루 이틀이지. 이제 핑크색만 봐도 토할 거 같애. ,A Clarence Day or two I think ailment vomit but by look at the garden pink gloss,0.538374,0.663504,0.791140
그렇다고 이런걸....,But this,0.453570,0.651033,0.806057
"아빠, 있잖아... ",Dad you experience,0.415508,0.618778,0.831054
"사랑하기 좋은 날이야, 안 그래 처남? ",Its a good Clarence Day to be intimate isnt it,0.642875,0.639900,0.765531
"뭐, 별 다른 건 없구,  발레 교습비. ",considerably zilch else concert dance tutelage,0.581122,0.654523,0.754353
... 어디 가세요?,Where are you go,0.585692,0.585692,0.699632
"응, 도봉산. 이번 작품 배경이 안나푸르나잖아. ",Yes Dobongsan The screen background of this work be Annapurna,0.593278,0.608905,0.739429
이번엔 책 나오는 거예요? ,Are you catch a Christian Bible this fourth dimension,0.502227,0.606293,0.794858
나올 거야.  조만간. ,It will get out soon,0.627880,0.585733,0.779305
... 그러시겠죠. ,you will,0.362917,0.554013,0.861274
"공주님, 아빠, 갑니다~ ",Princess Dad Im sound,0.591373,0.617521,0.764198
그거 10년도 넘은 만화 아니야?,Isnt that a toon over 10 age old,0.528830,0.652615,0.809023
아침은 먹었어? ,Did you run through breakfast,0.377623,0.665517,0.778198
우유 있으면 한 잔 주던가. ,contribute me a methamphetamine of milk,0.584199,0.574870,0.753308
오늘 회사 안 가? ,Arent you last to act upon today,0.403351,0.646025,0.825947
"말로 해, 누나. 말로. ",articulate it sister In Holy Scripture,0.435218,0.586762,0.819621
"말로?! 서른 넘어서 백수 된 놈, 골로 안 보내는 게 다행이지! ",In run-in Im gladiolus he didnt ship a destination after 30 age,0.576134,0.674637,0.767067
처남이라고 어쩔 수 있겠어. 주변머리 없어 짤린 거를...,I pitch aid it equal my brotherinlaw I be sack without a top dog around,0.599799,0.603445,0.760671
그걸 위로라고 하냐?  요즘 같이 취업하기 힘든 때에.,make out you hollo it ease When it make up concentrated to experience a chore together these Clarence Day,0.486901,0.585555,0.824002
... 사업.,commercial enterprise,0.287938,0.639702,0.897836
뭐?,What,0.511696,0.511696,0.800700
사업 할 거라구!!  ,Im hold up to do business organization,0.332407,0.614888,0.840973
공익 광고를 찍어라!! 영업도 못 뛸 놈이 사업은 무슨. ,issue public military service ad Whats this commercial enterprise that cant over even sell,0.507933,0.618872,0.755232
하여튼 액션 있는 여자라니까. ,anyways Im a womanhood with action,0.627097,0.620489,0.744618
빨리 안 나와?! ,Arent you come in out before long,0.418637,0.552639,0.844765
움직여봐.,Move it,0.559008,0.524468,0.792138
"꼬꼬마, 놀이동산 왔어?",short Thomas Kyd are you in the entertainment Mungo Park,0.361551,0.580052,0.868176
"무대 내리지 말고, 지금 상태부터 큐 갑니다. ",Dont travel down the phase,0.458569,0.615136,0.838684
"내리지 말라고, 이 자식아. ",Dont experience off you bastard,0.548518,0.682429,0.771830
내 방 따로 안 해 놨더라. ,I didnt experience my own way,0.510615,0.581641,0.729124
그게... 개인 분장실이 하나뿐이라. 채리는 데려오는 스텝도 많고. 죄송합니... ,considerably theres solely one personal medical dressing way There live a batch of footprint that Chai add Sorry,0.591732,0.606183,0.750604
무전기 밧데리가 다 돼서 잘못 들었습니다. ,The tuner bombardment birth play out so I cost wrong,0.499820,0.543027,0.769295
당장 갈아 끼워! 	,Change it immediately,0.598849,0.615270,0.792212
스릴 있네.  근데 내가 탈 땐 확실하게 해 줘. ,Its thrilling But please constitute certain when I depend upon,0.625036,0.636710,0.759116
"너, 설치 팀한테 엘리베이션 점검해달란 얘기 했어?",Did you distinguish the installation team to watch the aggrandizement,0.695588,0.733646,0.747572
뭐라구요? 무대감독님?,What do you say degree manager,0.538705,0.544407,0.763850
짬밥만 늘면 다 감독이라고 설치지...  ,If you increase the sum of Elmer Rice it will be install as a manager,0.536554,0.595794,0.778860
조명팀 이펙트 메모리 확인한답니다. ,check off the inflammation team gist store,0.519748,0.601502,0.787714
무대 암전합니다. 조심하세요. 암전 GO! 이펙트 GO!,microscope stage dark battle feel out shadow engagement GO consequence GO,0.552185,0.636185,0.790841
제가 지금 미팅 중이라서요. 네 네. 곧 전화 드릴게요. ,Im coming together straight off Yes Yes complaint call you soon,0.661355,0.621921,0.770543
너 정도 기본 소양은 갖추고 시작하는 거지. ,Youre come out with the basic accomplishment,0.564414,0.611869,0.806626
... 내가?,I,0.400000,0.617486,0.726696
"순수하면서, 가만 보면...",Innocent notwithstanding,0.479575,0.591079,0.747558
알아. 누구 좀 닮았지? ,Know Who do it seem like,0.307133,0.599405,0.854920
"응?  그래, 신뢰감 있고... 아무튼 야, 딱 사업하기 좋은 얼굴이야.",Huh Yeah trustworthy Anyway its a good cheek to do business organization with,0.587040,0.635254,0.729955
그래? ,okay,0.635085,0.645956,0.593393
"내 명함 받았지? 창투사 많지만, 우리처럼 확실한데 없어. ",Did you aim my business organisation identity card There are many spearmen but its not as sure as us,0.540088,0.593820,0.796224
"정말?  그럼, 나, 사진 좀 찍어도 될까? ",real and so can I subscribe to a pictorial matter,0.586871,0.628771,0.747125
"꼼꼼한 거 여전하구나. 그래, 찍어. ",Its yet meticulous Yes subscribe to it,0.620032,0.624630,0.724768
안효정씨랑 무슨 관계...,Whats the human relationship with Ahn Hyojung,0.470377,0.566418,0.769172
"얼굴이 딱, ",Perfect cheek,0.547487,0.547487,0.668062
"압니다, 제가 좀...",I have intercourse I,0.602034,0.602034,0.729371
"사기 당하기 좋게 생겼어. 이렇게 좋은 학교 나오고, ",It looks good to represent scammed seminal fluid out of a good schooling like this,0.560990,0.629975,0.778411
"아저씨들 거, 가만 좀 있어요! 옛날 여자 못 잊고 여기까지 온 게 뭐 자랑이라고. ",Mister stay put notwithstanding Im proud to experience get along hither without blank out the old char,0.606056,0.637160,0.754964
"옛날 여자라니! 첫사랑이라구요, 첫사랑! ",Old cleaning lady low know first jazz,0.582057,0.676285,0.830167
이거 졸지에 동문회 하네.,This constitute an alumni association,0.642113,0.634605,0.787398
그래도 니들 똑바로 알아둬. 어쨌거나 효정이 첫사랑은 나였다. ,notwithstanding you guy want to have intercourse Anyway Hyojeongs first dear was me,0.649273,0.607233,0.759271
그게 뭐 그렇게 중요합니까?,What be so crucial,0.399017,0.585924,0.834493
그게 왜 안 중요합니까? ,Why doesnt that issue,0.553763,0.549199,0.800789
"아니, 요즘 세상에 첫사랑이 뭐 그리...... ",No this represent the first love in the human beings,0.539629,0.662654,0.749996
"첫사랑 때문에 경찰서 오는 사람, 많아요. 첫사랑 때문에 술 먹고, 싸우고, ",There are a draw of multitude do to the law post for their first make out drunkenness struggle for the first sexual love,0.524675,0.585218,0.769729
그렇지! 내 말이 그거거덩. ,justly Thats what I tell,0.671489,0.773007,0.768667
"첫사랑 다시 만나면 내 인생, 다시 산다. ",When I see my first love once more I subsist once again,0.592085,0.638748,0.718999
억만금을 줘서라도 찾아주기만 하면... ,Even if you pay me jillion of buck but get it,0.577378,0.609234,0.771168
가고 있어요. 네. 네. ,conk at present Yes Yes,0.567750,0.717575,0.759366
"그 남자, 언니 인생의 마지막일 수도 있어.",That gentleman's gentleman it could embody the destruction of your sis biography,0.516343,0.648328,0.823972
그래. 처음이자 마지막 운명. ,okay commencement and last luck,0.608371,0.618654,0.745045
"껴 보면, 알게 되겠죠. ",snuggle youll know,0.409670,0.675281,0.870493
아저씨!! ,Mister,0.521939,0.521939,0.659509
아저씨! 이 것 좀 빼주세요!!,Mister Please get this out,0.544070,0.618433,0.755133
릭샤의 문이 탁-!),Rickshas threshold embody Tak,0.475867,0.568805,0.858373
모래 바람에 그녀의 눈을 가리는 남자의 손) ,gentleman's gentleman paw compensate her eye in the moxie gentle wind,0.559108,0.632914,0.784575
!!,,1.000000,1.000000,1.000000
... 잘 있었어? ,How stimulate you represent,0.414601,0.705243,0.892545
종욱씨... ,Jongwook,0.802377,0.736619,0.767861
휴... ,Phew,0.866667,0.866667,0.947942
"너, 김종욱이 이 씹새끼!",You Jong Wook Kim you bitch,0.491779,0.672302,0.815309
"아우- 왜들 지랄이야, 진짜- ",Ow Why constitute you do it genuinely,0.573080,0.606769,0.827435
얼굴이 왜 그래? 아빠 오늘 화생방 했어? ,Why be your facial expression like that Dad get along you nominate a keep elbow room today,0.444686,0.656270,0.866148
"지우, 너...  최기장이랑 헤어졌다며! ",Jiwoo you check up with Choi Gijang,0.631087,0.625573,0.793023
아빠 그게...  그러니까 그게...,Dad that so thats,0.551063,0.738886,0.761567
세 명 성공시키면 독립할게요.,If three mass win I will be main,0.497942,0.580649,0.808591
...... 두 명...,two hoi polloi,0.606105,0.629301,0.814959
여기가... ,here,0.388068,0.546352,0.716640
"어서 오세요, 고객님. 첫사랑을 찾아 드리는 첫사랑 찾기 사무솝니다. ",Welcome sir incur the first lovemaking to determine the first honey,0.545439,0.669179,0.790459
그러니까 찾아서... 하게 해준다는 겁니까? 첫사랑이랑?,So youre expect for to get along it low know,0.479915,0.629537,0.837591
예? ,Yes,0.701027,0.952860,0.693569
"첫사랑 찾아서 뭐하게, 응? 너 이 새끼, 찾으면 가만 안 둘 줄 알아!",What cause you cause after incur your first be intimate huh You jolly I bed I wont permit you run short if I find oneself it,0.493588,0.598205,0.811690
미담이네요. 남편 분의 첫사랑을 찾아주시다니. ,Im sorry detect your hubby firstly know,0.462610,0.577330,0.848706
그 여자 얘길 가끔 했거든요...,I babble out about her sometimes,0.542216,0.664200,0.740340
그렇게 추억을 공유하며 사는 거죠. 성함도 말씀하시던가요?,Thats how you part your computer storage Did you note your name,0.494975,0.588543,0.804311
"이름... 예, 그 년... 아니, 그 여자 이름은...",public figure Yes that bellyache No that young woman public figure,0.531118,0.676817,0.792444
"찾으면, 어느 분께 연락을 드릴까요? ",If you find oneself it who will you reach,0.513281,0.616438,0.787448
"그냥, 그 자리에서 죽여주세요.  내 도망간 두 년 놈들만 생각하면 그냥...",just now stamp out him on the smudge Just think of the two guy cable who lead out,0.557746,0.645891,0.786088
"들어와, 임마!! ",seminal fluid in clotheshorse,0.367773,0.659727,0.858485
자 왔지? 됐지? 이제 공연장만 쳐들어와봐. 쪽팔리게.  ,Are you hither Okay forthwith but go in the locale Im abash,0.508720,0.610312,0.778798
"너는 임마, 입이 삼 천 개라도 할 말 없어. ",You dude I experience nothing to articulate about three thousand oral cavity,0.444160,0.665538,0.803251
그래서 데려온 데가 여기야? 그래도 아빠 수준이면 퇴임한 국가정보원쯤은 ,So personify this where you land it notwithstanding at the horizontal surface of his don the retired subject word avail,0.505171,0.627346,0.775030
흥신소 아닙니다. ,Its not an fervor,0.511518,0.609934,0.746442
"엄연히 법인 신고에 사업자 등록까지 했구,",stringently show as a business organization entity in corporate reportage,0.545042,0.649797,0.810348
"뭐, 말이 그렇다는 거지... 그래서 좀 찾으세요?",considerably thats what it tell then represent you seem for it,0.620686,0.607763,0.766151
백 프로란다.,Its a hundred pro,0.569317,0.533605,0.686025
"아니, 백 프로까지는...  근접하긴 하죠.",No to the back pro its closing curtain,0.609419,0.599044,0.772335
정확하고... 많으면... 찾을 수 있다는 거죠? ,Accurate if there represent many you can encounter it,0.623375,0.672108,0.769097
그럼요.,of row,0.326593,0.614848,0.737683
잘됐네요.  언제 오시죠? 제가 좀 바빠서.,Good for you When make up you do Im a chip busy,0.520169,0.580285,0.790993
"아, 거기는...  우리 매...일은 아니고, ",Oh there is not every individual Clarence Day,0.595973,0.634874,0.790988
박 실장 도대체 언제 오는 거야...  ,When the infernal region personify add up honcho green,0.543929,0.623882,0.796511
찾으시는 분 고향이?,Who cost you calculate for,0.605047,0.599449,0.701729
몰라요.,I do not know,0.488693,0.585267,0.795438
나이가?,The historic period,0.297920,0.532478,0.903501
몰라요. ,I do not know,0.488693,0.585267,0.795438
출신학교는요?,What is your school of stock,0.648926,0.637810,0.745688
모르는데요. ,I dont know,0.446613,0.691233,0.800189
장난하나?,Are you josh me,0.549499,0.530987,0.697529
"아, 진짜 모릅니다요. ",Oh I rattling dont know,0.508230,0.609313,0.796685
성함이?,Your name,0.514005,0.491293,0.629767
서한수 대령이요. ,Colonel Seo Hansoo,0.497931,0.611366,0.743983
예비역 한기준 병장입니다. ,This cost a police sergeant found on the backlog,0.584105,0.684804,0.752630
선 볼래? 될 때까지? 우리 부대 12개 사단에 공문 한 번... ,Want to picture Until it formerly in the 12 naval division of our social unit,0.575406,0.624776,0.746194
김! ...,Kim,1.000000,1.000000,1.000000
김. 종. 욱.,Kim gong Wook,0.848528,0.726015,0.916214
감사합니...	,Thank you,0.469428,0.492009,0.795062
　턱 선의 외로운 각도. 콧날의 날카로운 지성. ,Lonely angle of the jaw demarcation The sharp word of the olfactory organ,0.542946,0.602592,0.755032
됐거든요. 헐~  ,Thats it Huh,0.502226,0.782103,0.733794
거 껍질 좀.  그래서요? ,Some racing shell So,0.480854,0.698664,0.783344
그래서... 사막까지 갈 거예요. 	,So Im conk to the desert,0.482169,0.636579,0.805747
여자 혼자서 사막을? ,cleaning woman exclusively in the desert,0.446628,0.645487,0.815084
대단한데요. 가서 뭐하려구요?,Its great What cost you go to do,0.464606,0.601373,0.794587
"그게요, 웃지 마세요. 어... 웃으면 안 되는데... ",Thats it dont laugh Uh I slant laugh,0.545025,0.686965,0.773012
낙타. 그거 생각보다 멀미 많이 한 대요. 키미테 꼭 붙이고 타세요. ,camel Thats a luck of apparent movement malady than I call up Please wear Kimite,0.649814,0.649814,0.758414
키미테. 아... 키미테. 감사합니다. ,Kimite Ah Kimite Thank you,0.594758,0.605679,0.797974
"그럼, 자이살메르로 가겠네요? ",and so follow you go to Jaisalmer,0.540769,0.628343,0.755732
와~ 그걸 다 어떻게 외워요?,Wow How make out you memorize it all,0.536336,0.563605,0.712635
가이드북 한 번만 읽으면 되요.  사막이라... ,You but call for to show the guide once Its a desert,0.576437,0.586158,0.762958
"우리, 지금 인도에 있어요. ",We make up in India right wing at present,0.545840,0.650047,0.809058
"그냥 다 왔다고 하면 되지, 무슨... ",just now articulate its all over what,0.509688,0.670593,0.772129
그래서 그때부터 같이 다녔어요?,So give birth you be in concert since so,0.666091,0.719624,0.738920
...... 아뇨. ,no,0.200657,0.641886,0.694253
인연이 있다면 다시 만나겠죠. 	,If there embody a human relationship we will see again,0.526804,0.618427,0.778300
"그래요, 인연이 있다면... ",Yes if there embody a human relationship,0.472012,0.640570,0.779586
"저기요, 이름이...",Excuse me my public figure be,0.516741,0.639687,0.887044
왜 그랬어요?,Why arrange you arrange that,0.476475,0.616546,0.761910
"그냥, 그렇게 쉬우면 안 될 것 같아서요... ",I just now dont guess it should constitute that easy,0.709023,0.655812,0.738689
좋아 죽지?  그러다 진짜 죽는다!,Okay dice and then he die,0.483449,0.678006,0.829155
저거 언제까지 듣고 있어야 돼? ,How tenacious should I be listen to that,0.756214,0.756214,0.720466
자기 꼬꼬마 부를 때만해도 저거 보단 나았지 싶어.,When I call off my short boy I need to represent good than that,0.567231,0.626563,0.747960
네?  선배님은 언제 적 얘기를...,Yeah When do you distinguish the opposition,0.689501,0.742088,0.784953
왜- 엄연한 데뷔곡인데. 하긴 1집이 끝이지?  ,Why Its unquestionably a launching call Is that the destruction of the first record album,0.548543,0.646530,0.798778
1막 합창 갑니다!!,human activity 1 chorus line cost sound,0.406667,0.565618,0.858214
감독님.  꼬꼬마가 뭐예요?,manager What be a nipper,0.337549,0.533406,0.821613
"시끄러, 임마. 	",Noisy clotheshorse,0.634869,0.637085,0.729654
비행기를 타고 델리까지... 비행시간 총 일곱 시간 반... ,By sheet to Delhi aggregate flight fourth dimension seven and a one-half hour,0.672861,0.660279,0.728531
오사카에서 출발하는 직항기면...,lineal flight from Osaka,0.445339,0.565540,0.790518
후- ,after,0.336861,0.514590,0.696500
짜이쌀멩류?,Jjapsalmengyu,0.556735,0.556735,0.636647
"예?  자이살메르요, 자이살메르. ",Yes Jaisalmer Jaisalmer,0.586458,0.630200,0.776962
"인도 여행객들의 필수 코스죠. 타르 사막, 낙타 트래킹...",This represent a must for Native American traveler old salt desert camel dog,0.571222,0.647349,0.752085
아빠야!!,dada,0.328742,0.683772,0.797844
급할 때 아빠 찾는 사람은 흔치 않죠.  잘 지냈어요? ,It represent not uncommon to find out a pa when you equal in a rush How follow you,0.549494,0.583648,0.796681
저... 저기요. 거긴 안 되는데.  악-!! ,I apologize me I cant over Ouch,0.572140,0.647567,0.713528
아무래도 낙타 타는 건 무리겠어요. 하루 이틀은 많이 불편할 텐데... ,It would follow unreasonable to turn on a camel A day or two would embody real uncomfortable,0.616288,0.631640,0.747243
아뇨. 이렇게 다시 만나겠죠. 우리가 정말... ,no We will see again like this We real,0.487265,0.615566,0.825414
인연이 있다면?,If there embody a human relationship,0.404724,0.617782,0.820650
Could you tell me... when he comes back? Really? he already checked out this morning? ,Could you tell apart me when he come up back genuinely he already check off out this good morning,0.601177,0.689841,0.798962
내가 미쳤지. 내가 미쳤지. ,Im crazy Im crazy,0.555893,0.655997,0.829502
You know this man? I have never seen anyone before who got travel sick on the camel. ,You know this man I have ne'er seen anyone before who experience travel sick on the camel,0.622396,0.706182,0.791582
이대로 잠시 만요...,adjudge on like this,0.534341,0.645611,0.731694
아 흑- ,Ah black,0.804984,0.841005,0.766610
"아직두야? 백날 붙들고 있어야 뭐 해, 직접 찾아가면 될 걸. ",Do you notwithstanding own it You ingest to adjudge on to it for a hundred days then what set you set,0.562613,0.594124,0.804713
엄연한 공갈에 사깁니다.,I buy it in strict blackmail,0.649573,0.654679,0.766799
전직 직원이잖아. 혹시 알아? 안 짤렸음 점장까지 됐을지?,He is a former employee bash you be intimate Im not sack yet the coach,0.580071,0.643685,0.766609
매형 알잖아요. 저 거짓말 못해요. ,You know I pitch prevarication,0.484310,0.567435,0.802227
당당하게! 저돌적으루다가! ,Boldly crack around,0.493979,0.574890,0.845707
진짜 못 한다구요. ,I actually pitch,0.542657,0.582758,0.795895
나 실크로드 한 점장인데!!,Im the coach of Silk route,0.521902,0.619055,0.792509
그 동안 실크로드가 여기랑 거래한 지가 얼마야. ,In the lag how long take Silk route be do business organization with here,0.587783,0.642649,0.740813
찾으시는 출국가가... ,The state you equal see for,0.706245,0.664764,0.748670
1999년. 인도.	,1999 India,0.351325,0.672092,0.916460
"안녕히 가십시오, 점장님. ",bye coach,0.250440,0.566336,0.912891
김종욱...... 김종욱...... ,Jongwook Kim Jongwook Kim,0.566481,0.554844,0.795115
"팀장님, 팀장님! ",Team leader team leader,0.562687,0.782105,0.816735
부탁드릴게요. 엘리베이션 좀 교체 해 주세요. 저대로는 위험해요. ,Ill ask Please replace the natural elevation Its dangerous for me,0.535178,0.651059,0.804603
"서감독, 말 진짜 이상하게 하네? 누가 들으면 우리 책임인 줄 알겠어. ",managing director Seo what cause you genuinely weird If anyone see I mean its our responsibility,0.584749,0.625024,0.783310
"제 말씀은... 아시잖아요. 공연 두 달 넘게 버텨야 되는데, 너무 낡았어요.",I mean you know I own to concord on for more than two calendar month but its also old,0.613823,0.606886,0.781852
"그러니까, 나한테 이러지 말구, 회사에다 직접 말해. ",So dont act this to me distinguish the companionship straight off,0.620747,0.654374,0.766651
"씨발, 진짜!!",ass substantial,0.614784,0.690094,0.767339
??,,1.000000,1.000000,1.000000
핸드폰이 꺼져 계시더라구요.,The cell telephone set be off,0.590611,0.706912,0.774861
그렇다고 여길 오시면...,But if you make out here,0.536908,0.622220,0.725413
댁으로 갈 걸 그랬나요? ,Did you get to your house,0.560186,0.686805,0.800847
아뇨! 그게 아니라... ,no Not that,0.521572,0.563038,0.793935
"미안한데, 오늘은 그냥-  아무래도 안 되겠어요, 죄송합니다. ",Im sorry today I just I pitch Im sorry,0.422714,0.643784,0.859763
예? 갑자기 왜... ,Yes Why all of a sudden,0.569028,0.628113,0.805081
"아시겠지만, 아빠 때문에 할 수 없이 간 거지, 전 처음부터 별로였어요. ",As you know I couldnt get along it because of my pa but I wasnt rattling good from the source,0.630150,0.571568,0.720059
누가 돈 때문에 이럽니까? ,Who constitute this for money,0.674825,0.674825,0.716384
