Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
현서야 ! ,Hyunseo,0.668906,0.889480,0.686526
아 - 아 - 빠 !,Ahahpa,0.302723,0.490579,0.785051
아으 ... 달지 않냐 ?,Ah isnt it sweet,0.692441,0.692441,0.796647
어째 넌 하루에 꼭 하나씩 그걸 그르케 ... 들이키냐 ...,Why cause you seduce it one by one a daylight get along you take in it,0.585406,0.606241,0.836451
크 - 아 ... 시원하다  ,Bigah its aplomb,0.591520,0.523331,0.715800
건더기도 좀 먹지 ...,Eat some of the fixings,0.597607,0.643149,0.676533
"이틀전 한강에 투신자살했던 윤창건설 윤창수 사장의 사체가 오늘 오전 7시경,",The dead body of Yoon Changsoo Chief Executive of Changchang Construction who dedicate suicide on the Han dynasty River two daytime ago constitute around 7 constitute today,0.582856,0.613414,0.759266
아우 끔찍해 ... 왜 아직두 뉴스야 ? 중계 시작할 때 됐는데 ...,Oh its terrible Why constitute you stock-still execute the tidings Its sentence to get relaying,0.619075,0.605398,0.789508
오백오 번 눌러봐 ... 운동 채널.,pressure 505 clock time workout channel,0.514196,0.712224,0.768286
아 ! 나온다 !,Ah It come in out,0.493765,0.707881,0.714051
고모 파이팅 ! 아자아자아자 !,auntie Fighting Aja aja aja,0.502751,0.560862,0.764828
박남주 ! 박남주 !,Namjoo Mungo Park Namjoo Mungo Park,0.552211,0.525563,0.807637
남주박 ! 남주박 ! 남주박 !,Nam Joobak Nam Joobak Nam Joobak,0.858579,0.858579,0.921913
시작한겨 ?,experience you start out,0.544416,0.617099,0.827519
응 ! 여자 개인결승 ! 할아버지 안 봐 ?,Huh fair sex Individual final exam Dont you see Grandpa,0.553509,0.629959,0.790159
"내는 ... 딸내미 시합은 도저히 못보겄어, 조마조마해서 ...",I dont I never ascertain my daughterinlaw I personify nervous,0.569061,0.611148,0.752964
방금 4번 돗자리 손님한테서 항의가 들어왔어. 오징어 다리가 9개라고 ...,A dissent have got scarcely get in from a Edgar Guest at mat 4 9 calamari ramification,0.591354,0.628135,0.809467
......,,1.000000,1.000000,1.000000
다리 하나 ... 니가 먹었지 ?,One stage did you deplete,0.597774,0.657672,0.766849
...,,1.000000,1.000000,1.000000
이런 썩을 ! 손님꺼에 선을 대 ? ... ,This bunk argument up for customer,0.621054,0.653839,0.697669
저게 언제부터 저기 있었냐 근데 ...,Since when cost it there,0.523614,0.736710,0.862188
무슨 ... 공사장빈가 ?,What constitute it empty,0.559601,0.558602,0.741129
쬐끔씩 꿈틀거리는거 같은데 ?,speech sound like a small wriggling,0.620816,0.739144,0.800410
으 ... 쏴 !,Ugh shoot,0.518548,0.660465,0.709499
와 -  캔째루 삼켰나분데 !,Wowyou get down it,0.465122,0.621166,0.853325
... 따서 줄걸 ...,ailment clean it up,0.641946,0.655988,0.731688
뭐야 근데 도대체 ... 저렇게 큰 물고기도 있나 ?,What the Hades exist there exist there a Pisces like that,0.568090,0.676529,0.772958
저 모자 저거 내가 사준거 ! 저거 쓴게 젤 예뻐 !,That hat that I corrupt That make up pretty pretty,0.535649,0.668118,0.808859
진짜 예술이여 예술 ! 내 딸이라서가 아니라 !,Real graphics graphics Not because its my daughter,0.594222,0.661322,0.835588
저게 도대체 뭐여 !,What exist that,0.603331,0.662973,0.734125
쫄거 없어 !,goose egg,0.554121,0.588805,0.763132
놔 - ! ,allow croak,0.391930,0.593396,0.754791
꺄아 - ! 금메달 !  아빠 ! ... 할아버지 ! ,Yeah amber ribbon dada granddaddy,0.670404,0.670404,0.775676
현 - 서야 !,HyunSeo,0.668906,0.889480,0.686526
야 ! 으아 !,Hey OMG,0.353495,0.353495,0.591495
... 아빠 !,Dad,0.484082,0.484082,0.688136
으아 - !,OMG,0.383772,0.383772,0.642636
실로 어 - 처구니 없는 사태가 발생했습니다 !,Indeed uhan silliness sustain pass off,0.578248,0.673651,0.821793
"합동재해대책본부 측은, 한강 인근지역 주민들에게 각별한 주의를 부탁하는 한편,",The marijuana cigarette cataclysm reception main office postulate the residents of the Han dynasty River expanse for special attending,0.580964,0.637324,0.752220
시민공원 매점 운영자 여러분들 ! 최대한 빨리 철수를 서둘러,Citizen commons stall hustler look sharp up climb-down equally shortly as potential,0.563433,0.615557,0.752886
현서야 ! ... 금이다 금 !,Hyunseo gold equal gold,0.767909,0.697006,0.732015
애야 ... 니 고모가 ... 고-올드 메달 ... 으어억 ...,Hey your auntie Goold medal Ugh,0.537040,0.672818,0.834708
"경기 6 디에 이 - 사 -팔 - 칠 ! 이, 사, 팔, 칠, 아반떼 !",couple 6 Dfoureightseven This four eight seven Avante,0.587196,0.661157,0.768643
으으으 ... 현서야 ... 억울해 ! ... 현서야 ...,Ugh seoseo Im sorry seo seo,0.528490,0.654680,0.755707
근데 ...  니가 뻘짓했다메 ...,But you cheated,0.507428,0.654512,0.849048
... ?,,1.000000,1.000000,1.000000
얘기 다 들었어 ...  ... 엉뚱한 애 손 붙잡고 뛰었다메 !,Ive try all of it I seize the incorrect small fry and ran,0.552711,0.636096,0.789452
나자빠진 현서를 내비두구 ...  ... 다른집 딸내미를 ... !,net ball project forth the misplace seo the daughter of another planetary house,0.537434,0.624419,0.767862
그게 ... 내가 ... 으에엑 ...,Thats I Ugh,0.667437,0.827078,0.783393
니가 아빠냐 ? 그러구두 니가 ... ,Are you a beginner But you follow,0.526439,0.535617,0.752002
잠이 오냐 ? 잠이 와 ? ...  이 상황에서 잠이 와 ?,Are you sleep Are you asleep do you precipitate asleep in this berth,0.424807,0.527458,0.808495
고만해라. 니 형이 원래 잠이 많잤냐.,beryllium quiet Did your older buddy kip a mountain,0.583478,0.514637,0.756896
"왜 사진을 이걸 썼어요 ? 내가 사준 남방 입구 찍은거, 그게 훨 이쁜데 ...",Why practice you indite this painting The southern entering that I corrupt its sol middling,0.553913,0.600451,0.790503
... 저 사진은 꼭 지 엄마 닮게 나왔어.,That delineation fall out like a female parent,0.607093,0.625636,0.729731
행여 ! 애민 뚝 싸질러놓구 도망간게 벌써 13년 쩬데 ...,bent Its already cost 13 long time since I execute out of Aemin,0.547660,0.659075,0.827007
나라두 도망가겠다.,I will black market forth,0.634699,0.571688,0.791773
사고처서 난 애를 사고 처서 보낸거여 ...,In the accident I bought and broadcast a nestling,0.648878,0.716850,0.746340
씨발 무슨 교통사고면 황당하지나 않지 ... 어쩌다 보도못한 짐승한테 ...,What a cable car chance event youre not last to constitute disconcert,0.503216,0.571232,0.819595
"옛 어른들 말씀 애두, 사람 해친 짐승은 반드시 사지를 절딴내서 끝장을",The tidings of the old adult follow sad and the wildcat that sustain harmed the mankind must cut down off the tree branch and finish it,0.650975,0.655011,0.718386
... 그럼 장씨 아저씨한테 연락해봐. 아부지 그아저씨랑 친하잖어.,and so contact Mr Zhang My founding father embody close to him,0.549629,0.615273,0.810702
총포사 장씨 형님 ?,Mr Jang the gunsmith,0.603589,0.681423,0.737635
그래. 그 집이 짐승 잡는데 전문아냐. 총두 많구 ...,okay The sign cost not narrow down in captivate animate being There cost a pot,0.634094,0.630772,0.737746
그려 ... 내 손으로 직접 쏴죽여야 분이 좀 풀리겠다.,take in it dash it with my own manus and Im drop dead to bring a short loose,0.573038,0.604877,0.776457
"여러분 ! 여기 주목 !  자 여러분들 중에,",Everyone earnings care here instantly among you,0.579688,0.577091,0.790622
여러분들 생명과 관련된 아 - 주 중요한 문젭니다 !,Oh its a rattling significant query pertain to your life sentence,0.589182,0.611680,0.806571
근데 저 씨방새는 ... 뭐가 뭔지 설명도 안 해주고 ...,But that squirrel doesnt still explain what it make up,0.546586,0.640437,0.791097
여러분 ! 지금쯤 아마 텔레비전뉴스에서 설명이 나오고 있을거 같은데요 ...,Everyone By today the television set intelligence may exist explaining,0.584192,0.688500,0.801237
"길게 말씀드릴 시간이 없으니까, 상황설명은 뉴스로 대신 합니다 !",Since there constitute no sentence to address for a tenacious sentence the situation description exist replace by tidings,0.665497,0.668351,0.757258
아 참 !  혹시 괴생물체랑 직접 접촉하신 분 있습니까 ? ,Oh cause you always experience lineal contact lens with a freak organism,0.543981,0.589287,0.798831
... 어 ...,uh,0.717157,0.717157,0.506135
괴물 직접 만지신분 !,If you relate the monstrosity yourself,0.633174,0.589421,0.755765
... 저기 ... 꼬리 쪼끔 ...,over there cuffs,0.550352,0.516208,0.707074
으와 ! 그 자리에 가만히 ! 움직이지 말고 !,Whoa Stay there Dont motion,0.472554,0.583822,0.854033
어 ... 어 ... 아부지 !,Uh Uh Padre,0.577923,0.577923,0.658308
강두야 !,Gangdu,0.649024,0.668312,0.736101
많은 시민들을 죽음으로 몰고간 이번 한강 괴생물체가 예상보다 훨씬 더 치명적인,The Han River gangrene which have got killed many citizens to expiry personify far more deadly than anticipate,0.588416,0.670025,0.805333
이번 한강둔치 괴생물체 난동사건때 괴물과 맞서 용감히 싸우다 한쪽팔을 잃은,During the Han dynasty River Dungeon colossus howler he brave out the monstrosity and lost one sleeve,0.558748,0.583166,0.822806
미군 의료진의 정밀 검사 결과 도날드 하사관의 몸에서 괴생물체와 접촉한 신체,A nigh scrutiny of the States military medical personnel disclose that Sergeant Donalds consistence get along into striking with a crypt,0.554657,0.612980,0.772461
현재 바이러스 샘플을 미국 질병관리 통제센터 즉 CDC로 보낸 미 8 군 ,Eighth regular army currently broadcast virus sample to the United States shopping center for Disease ascendance and bar CDC,0.633495,0.665311,0.720067
... 이에 당국은 괴생물체 출현 당시 사건현장에 있었던 바이러스 감염 의심자들을,Accordingly the confidence experience account intuition of a virus transmission at the panorama of the occurrence of the organism,0.635198,0.681941,0.711686
"오염지역 > 표지판에서 포커스 이동하면, 서둘러 둔치를 빠져나오는 경찰과 군병력의 철수 광경이 보인다.",contaminate surface area When you displace the focusing from the signaling you can get wind the climb-down of the constabulary and military flock in a precipitation out of the dungeon,0.592345,0.618463,0.719844
"한편, 오늘 오후 성산대교 부근 둔치를 순찰중이던 마포 경찰서 소속 경찰관 ",meantime a law ship's officer belonging to the Mapo constabulary Station constitute patrolling the blitz near Seongsan span this good afternoon,0.583235,0.639573,0.743707
저기 ... 집에는 언제쯤 갈 수 있는겨 ?,Hey when can you go dwelling,0.507703,0.673464,0.852669
집에 못갑니다.,I cant over break down household,0.538962,0.566167,0.746901
아빠 ! 나 죽는거야 ?,Dad MA I break down,0.630675,0.564197,0.739716
입방정 떨지말구 ! 선생님 시키는대로 해 !,Dont stimulate the three-dimensional bash what the teacher say,0.590311,0.635613,0.817215
등이 자꾸 가려워  등이 이상해 ! 안에 뭔가 있는거 같어 ... ,The back hold itching and the back exist strange I guess there something inside,0.634085,0.662987,0.722446
너 목욕 안해서 그런거여.,Its because you dont bathe,0.564412,0.672039,0.795089
조용히 하시구요 ... 움직이지 마시구요 ... ,beryllium quiet dont motility,0.517439,0.534145,0.816027
...  아빠 ! 아빠야 ?,Dad be it daddy,0.489012,0.576104,0.739260
... ! !,,1.000000,1.000000,1.000000
아빠 나 현서 !,Dad or Hyunseo,0.658122,0.658122,0.736390
어 ... 으 !,Uh,0.507107,0.717157,0.297747
아빠 ... 나 여기  깜깜한 하수구 같은 덴데 ...,Dad Im like a nighttime toilet hither,0.541191,0.560873,0.852536
"어, 어디 ? 어디라구 ?",Uh where Where exist it,0.446658,0.567210,0.787814
몰라 아빠 ...  ... 여기 괴물이 ... ,I dont know Dad the demon hither,0.535924,0.633843,0.738028
"혁, 현서야. 울지말구!",Hyuk its Hyunseo Dont rallying cry,0.645252,0.583345,0.766812
아빠 ! 핸드폰이 밧데리가 ...,Dad The prison cell speech sound stimulate a electric battery,0.649578,0.654571,0.690815
"아, 아부지 ! ... 아빠 !",Ah Padre Dad,0.593208,0.534495,0.697135
너두 봤냐 ?,induce you project it,0.590145,0.616569,0.781853
뭘 ?,What,0.443142,0.697605,0.834609
길에 돈 ! 지폐 !,Money on the road money,0.506742,0.669687,0.720429
"너두 좀 찾아봐 임마, 반 너 줄게 !",Look for you dude ailment break you one-half,0.535483,0.547357,0.759250
"야 야, 빨리 들어와 ... 바로 옆이 강물이다.",Hey hey total in speedily Right next to the river,0.604549,0.585015,0.725864
오 예 !,Oh yeah,1.000000,1.000000,1.000000
으아악 -,Ugh,0.448993,0.676065,0.747306
제발 ! ... 제발 !,delight please,0.549969,0.578508,0.676780
핸드폰 ... 잘 터지는 핸드폰 ...,prison cell speech sound Cell telephone that drink down considerably,0.566518,0.573195,0.740540
"따님 박현서, 당산여중 일학년 ... 사망자 맞잖아요 ?",Your girl parkland Hyunseo Dangsan female child midsection school day Youre dead,0.557188,0.578287,0.781511
아니 그러니까 ... 사망잔데 사망을 안했다고 !,No Im I pop off but I didnt die,0.431746,0.600303,0.834685
"이봐요  지금 얘기가 자꾸 뱅뱅 돌잖아, 이 - 빠이 반복 데쓰요 !",Hey the account keep back spin out IPai repetition,0.478319,0.600337,0.828970
"내 말을 좀 끝까지 들어봐, 그러니까 ... ",take heed to me a flake and then,0.571100,0.587533,0.845568
죽는걸 두 눈으로 봤다 ! 근데 새벽에 전화왔다 ! 뭡니까 이게 ?,I go steady go with both optic But I anticipate at first light What live this,0.544086,0.653254,0.807082
자 ! 잘봐 !  ... 이 핸드폰 ! 이게 박현서야 !,Now flavor Carefully this prison cell sound This constitute parking lot Hyunseo,0.563887,0.643401,0.743173
완전히 먹어찌 ? 그래똬가 ...,exhaust it altogether Yes,0.574490,0.650372,0.801816
일이 이렇게 된거라니까 ! ... 휴지통이 하수구 !,This exist what materialize chicken feed can sew together,0.545882,0.624132,0.801040
정신과 치료 받던 분입니까 ?,Are you a psychiatrist,0.394570,0.600346,0.833541
"그건 아닌데, 정신적 충격 땜에 일시적으루 분열증세가 생기는게 아닌가 ...",Its not that but because of the genial electric shock the temporary symptoms of fragmentation,0.643795,0.696124,0.754199
"이보쇼 ! 통화내역조회, 발신자 위치추적 같은 거 다 해봐야 되는거 아냐 ?",depict me Isnt it necessary to practice all matter like call account inquiry and company locating chase,0.599420,0.625592,0.765867
저기요 ...  그런거 아무나 애브리데이 해주는게 아니에요 ...,Excuse me Its not everyones natal day,0.571042,0.617345,0.812456
우리현서가지금하수구레니까이바보똥대가리들이말귀를못알아으흐흑 ...,Because our seo represent instantly a gutter Ibabo betray doesnt experience what to articulate,0.590965,0.620258,0.786413
대학 나온 니가 좀 자세히 설명을 하지 그랬 ...,Why didnt you get out of college to dilate,0.464150,0.631520,0.813187
근데 전화가 오긴 온거야 진짜 ?,But the claim make out really,0.559722,0.656861,0.820281
잠깐 !,time lag,0.705719,0.705719,0.817797
어쨌든 지금 ... 현서가 살아있다 이 말 아냐 !,anyways today seoseo constitute live,0.569020,0.642023,0.823734
강두 너 아부지 함 봐봐,Kang Doo look at your Church Father,0.603050,0.557792,0.773202
너 이거 ... 진짜구나 ...,You live This represent material,0.557329,0.604937,0.734016
...  그러게 우리가 지금 여기서 이러구 있을 때냐고 ...,indeed thats when exist hither mighty today,0.636037,0.670859,0.794805
... 저기요 ... 잠깐 !,Excuse me hold off,0.636873,0.636873,0.745655
아니 이사람들이 지금 ...  남자 조무사들 어딨어 !,No these citizenry make up nowadays Where represent the male assistant,0.542942,0.617254,0.770537
"아니, 우리가 같이 다니는게 그렇게 눈에 띄냐 ?",No live it hence noticeable that we break together,0.601852,0.662935,0.766491
"아무튼 ! 이럴 때 일수록 뭉쳐야 혀, 무조건 같이 다니 ... ",anyways In this event the more you stand by in concert the tongue flatly conk together,0.609814,0.645223,0.751562
삐 삼에 에프 십칠 !,Beep three fluorine seventeen,0.652606,0.685231,0.695035
"에프, 에프 ... 씨바 어디가 에프야 ?",fluorine fluorine Ciba where make up fluorine,0.588667,0.673662,0.735130
저 쪽이여 !,That agency,0.543013,0.603570,0.766231
"근데, 현서가 진짜루 하수구에 있단 말이여 ? ",By the agency exist Seohyeon in truth in the toilet,0.654833,0.673612,0.739848
"아저씨, 그게 그러니까 ...  자, 이 핸드폰은 현서, 나는 괴물 ...",Mister thats why instantly this cell earphone constitute seo Im a demon,0.611715,0.659672,0.771507
"아 좀 ! 하지마, 드러 !",Oh a short Dont reveal,0.542682,0.557549,0.733431
......,,1.000000,1.000000,1.000000
아니 경찰이나 어디에 얘길 좀 해보지.,No LET lecture to the police or someplace,0.577410,0.672036,0.781087
그게 ... 얘길해두 당최 접수 자체가 안되는겨. 접수가 되두 또 이게 ...,Well lets exactly tattle about the receptionist itself This is another receptionist,0.680159,0.674077,0.743746
그래두 그렇지 ...,Yes yes,0.542334,0.819681,0.834212
"어쨌건, 한강변 하수구를 싸그리 직접 뒤질껴, 빠르고 아쌀하게 ...",anyways I cut across the Han dynasty Riverside sewer immediately quickly and inexpensively,0.614603,0.644206,0.774036
"그래 하여튼 뭐 ... 큰 짐승이 날뛰는 동네에 들어가는 것이니께,",anyhow intimately Im move into a townsfolk where large animate being exist raving,0.552356,0.635780,0.798531
이 은혜 평생 안 잊을껴 !  ,I will never leave this free grace,0.617346,0.643185,0.725846
... 근디 지금 세균문제루다 한강변에 보초를 ,But today Im become to assign a sentry duty on the Han dynasty River,0.566253,0.628678,0.782264
... 한강이다 !,its the Han dynasty River,0.364565,0.562761,0.795134
"안 쪽은 텅텅 볏네. 일단 들어만 가면 되겠쓰, 안전한 코스루 ...",The inside exist blank I just now involve to go bad inside safe trend,0.547255,0.648036,0.822685
형. 꼭 가야 돼 ?,buddy Must I move,0.550338,0.600137,0.694370
니가 아직 배가 들고프구나 ...,You cost still hungry,0.555808,0.644636,0.816106
...,,1.000000,1.000000,1.000000
이런 기회가 흔한 줄 알어 ? 빨랑 따라와 임마.,set you lie with this chance cost common ejaculate along fop,0.573808,0.583291,0.762478
"탈출한 이들 보균자 가족 중, 특히 장남 박강두씨는 괴생물체와 직접 접촉한 ",Among the kin of those who run especially the eldest boy Mr Kang Doo Mungo Park exist in lineal link with the behemoth,0.569495,0.617430,0.751624
"오 - 우, 방강두 ! 방송출연 !",Ohoh Bang Gangdoo program visual aspect,0.585820,0.728586,0.781518
"아, 저거 ... 주민증 사진을 ...",Oh thats a resident Gem State delineation,0.666666,0.682532,0.751231
저희를 이렇게 막 ! 힘으루다 밀치면서  빠져나갔는데 ...,just now like us I push out and adjudicate to turn tail,0.559058,0.701858,0.830085
저런 씨 - 발것이 말하는거 하구 ... 나 쟤 누군지 알어 !,Thats what Mr foundation represent articulate I know who he live,0.538548,0.640525,0.802287
그래. 간호사 중에 다리 굵은 애 하나 있었어.,okay One of the nanny sustain a thick stage,0.555895,0.636029,0.794567
썅년이 ... 음성변조하면 모를 줄 알고 ...,Shes I dont experience if shes voice regulate,0.569164,0.627079,0.817570
오빠들 ! 그만 좀 해 !,old comrade bar it,0.593511,0.593511,0.681951
"... 현재 경찰은 전염병 예방법 위반과 공무집행방해를 적용, 이들 가족에게 긴급",presently the constabulary apply for desecrate the infectious disease prevention method acting and hinder public officials urgent to their syndicate,0.603442,0.633485,0.772115
신궁에서 도망자로 ... 세균으로 얼룩진 금메달의 영광 ... 오늘자 스포츠지들은,From a shrine to a fugitive The nimbus of a amber decoration stained with seed Todays sportsman powder magazine,0.635752,0.635752,0.724680
뭐야 이거 ? 나만 왜 기사가 안나와 ?,what make up this Why embody I not set out article,0.549006,0.632448,0.776427
오빤 별 특징이 없잖아.,You dont make any special features,0.562795,0.577867,0.744144
... 쎄구 쌘게 대졸 백수 아니냐,Isnt she a college alumna,0.688524,0.645280,0.741909
조국의 민주화에 몸바쳤구만 씹탱이들이 취직도 안시켜주고말야 ...,I dedicate myself to the democratization of my body politic but the chuckles didnt still mystify a occupation,0.564282,0.609354,0.755295
... 한편 미국 CDC와 세계보건기구 WHO는 이번 보균가족 탈출사건을 언급하는,meantime the CDC of the United body politic and the WHO of the World wellness brass scuttlebutt on the escapism of the mail carrier syndicate,0.611044,0.640910,0.743965
됐다 !  가자 !,practice crack,0.660493,0.678185,0.720807
씨발 ... 뭔 검문이 이따위야 ? 이럴 꺼면 왜 해 ?,screwing what sort of checkpoint exist this Why behave you make this,0.559127,0.610810,0.733879
조용히 해 임마 !,beryllium quiet fop,0.508219,0.656628,0.744632
저기 보조석에 계신분 마스크 좀 내려봐요.,If youre in the back tail end over there necessitate down the masquerade party,0.576036,0.659711,0.774624
...... !,,1.000000,1.000000,1.000000
... 박테리아 ?,bacteria,0.720146,0.720146,0.832572
... 예 ?,Yes,0.701027,0.952860,0.693569
"혹시, 상문고 17 기 아닌가 ?",Isnt it 17 account book in Sangmungo,0.669498,0.669498,0.749032
