Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
5분 있어요. ,I receive 5 instant,0.568085,0.640852,0.752223
저도 10분밖에 없어요.  ,I only when accept 10 minutes,0.542670,0.542670,0.695538
"응, 우형아... 그래, 갈게... ",Yes Woohyun Yes Ill go,0.640487,0.680756,0.784760
떠나기 전에 주고 가고 싶어서 왔어요. 영화 ‘티파니에서 아침을’ 좋아한댔죠?,I came because I wanted to give it before I left You said you liked the movie Morning at Tiffany,0.636908,0.627479,0.745685
티파니... 오드리 햅번...  나랑은 안 어울려요. ,Tiffany Audrey Hepburn It doesnt suit me,0.642986,0.559703,0.768536
"껴 보면, 알게 되겠죠. ",Cuddle youll know,0.453481,0.661573,0.890550
전에도 말했지만 전 아직...,I said it before but I still,0.563921,0.630160,0.803882
5분 참 빨리 간다. ,It operate very quickly in 5 minute,0.387852,0.618959,0.806322
아-! ,Ah,1.000000,1.000000,1.000000
지우씨!  이거......,Jiwoo this,0.713572,0.742180,0.707537
"아휴, 고객님~ 무비자 입국 시행 된지가 언젠데요~ ",Ah customer Its been a while since the arrival of a visafree entry,0.603780,0.603780,0.705572
"실종, 납치, 폭력, 강도, 마약...... ",Missing kidnapping violence robbery drugs,0.620688,0.632821,0.716756
요즘엔 폭탄 테러까지 일어납니다. 거기다 부에노스아이레스로 ,Nowadays even bombings occur Plus to Buenos Aires,0.554740,0.641823,0.816429
자네가 무슨 인터폴이야? 이런 걸 왜 모아?!,What Interpol are you Why collect this,0.553440,0.484815,0.773304
전 그저 고객님들께 현지 안전에 대한 최소한의 정보를 드리고자...,I just want to give you minimal information on local safety,0.550352,0.661310,0.807719
"그러니까 자네가 그걸 왜 걱정 하냐구! 거기 치안은 거기 시장이 해결하는 거고, 자네는,  관능의 탱고, ",So why are you worried The security there is the market there and you the sensual tango,0.550627,0.642190,0.841172
그래도 알 건 알아야... ,I still need to know,0.587580,0.681628,0.801940
요즘 회사 감축 때문에 난린 거 알지?  가 봐. 		,You know youve been struggling with the company cut these days Go,0.537662,0.639804,0.765934
프랑스 뭐?,Gallic what,0.564416,0.602809,0.737047
예? 에... 에펠탑 ,Yes Eh Eiffel Tower,0.694746,0.806763,0.781843
브라질 뭐?,brazil nut what,0.525152,0.644323,0.781314
쌈바!,Samba,0.886863,0.886863,0.937530
인도네시아.,Indonesia,0.842809,0.753697,0.678183
. 쓰나미? ,Tsunami,0.399078,0.707231,0.866344
"!!  발리! 발리!! 허니무너들의 천국, 발리!! ",Bali Bali Honeys Shangri-la Bali,0.573105,0.704811,0.797466
당장 나가-!! ,Get out now,0.536404,0.699624,0.793185
오네가이시마쓰~~ ,Onegashimatsu,0.691399,0.694316,0.644834
본사에서 오셨죠?  잘 하시겠네. ,personify you from headquarters Good job,0.570587,0.614824,0.716480
하이- 치-즈-,Hicheese,0.589022,0.780650,0.755681
지금 뭐 하는 거예요? 아줌마 성추행으로 신고할 거예요!! ,What are you doing now Im going to report it as sexual harassment,0.609937,0.588712,0.773189
"오바상 니크이 데쓰, 혼또 니크이 데쓰!! ",Obasans Nikedesu Hontonikedesu,0.803096,0.729419,0.715250
"한기준이, 어디가? 한 발짝만 걸어. 너 진짜 해고야!",Where is Han Kijun Just one step You are really fired,0.580147,0.587237,0.796591
... ,,1.000000,1.000000,1.000000
좀 더 체계적이고 전략적으로 움직이란 말야!,Move more systematically and strategically,0.575542,0.685687,0.776484
어디 가? 이 밤에. ,Where This dark,0.596170,0.596170,0.675443
"우리 닥터 정이 나오라네, 이 밤에.",Our doctor Jung is coming out this night,0.577222,0.635091,0.788488
거... 아직 선은 넘지 마라. 언니도 있는데...,Uh dont cross the line yet I have a sister too,0.601500,0.657332,0.743029
내가 뭐? ,What follow i,0.478466,0.550938,0.702381
짝짝이지? ,Isnt it,0.579780,0.698134,0.759035
너무 커. 뽕 빼. ,too big Take out the mulberry,0.576081,0.590345,0.776649
눈 말야.  너무 큰가?,Snow cost it too big,0.631464,0.525505,0.761683
커. 커. ,Big Big,0.553831,0.711438,0.727421
누구?  아... 바쁘대. 오늘도 뉴욕 갔어. ,who Ah hes busy I went to New York today,0.703132,0.703132,0.773442
"와~ 스케줄 꿰고, 벌써 그런 사이야? 야. 대단한데. ",Wow Are you already on the schedule Hey Thats great,0.560998,0.666479,0.775089
"그래, 밀고 당기는 것도 애들이나 하는 거지, 그 나이엔 적당히 당기면, 넘어가 주는 거야. 어쩌면 그 남자 언니 인생의 마지막 남자일 수도 있어. ",Yes pushing and pulling is also done by kids and at that age if you pull it properly its over Maybe its the last man in his sisters life,0.580740,0.662600,0.798972
마지막?,Last,0.488668,0.589832,0.771481
그래. 처음이자 마지막 운명.  얌마. 워낙에 딱인 궁합이라잖아. ,okay First and last destiny Yumma Its a perfect friction match,0.576006,0.578765,0.772298
만난 지 얼마나 됐다구... ,How long have you contact,0.564776,0.596222,0.760534
선보고 한 달이면 견적 쫙 나오지. 그 친구 추진력 하나는 확실한 줄 알았더니... ,After a months presentation a quote will come out I thought one of his friends driving forces was certain,0.655860,0.631671,0.743719
저러고 다니다 들킨 거 아냐? ,Didnt you snuff it over there,0.596370,0.638495,0.761034
들켰어? 그랬어?  옷은 절대적으루 지혜 꺼 입어야 된다구 내가...,Are you caught Did you I absolutely have to fatigue wisdom I,0.583370,0.594345,0.815243
하루 이틀이지. 이제 핑크색만 봐도 토할 거 같애. ,A day or two I think Ill vomit just by looking at the pink color,0.608459,0.642271,0.760826
그렇다고 이런걸....,But this,0.453570,0.651033,0.806057
"아빠, 있잖아... ",Dad you get laid,0.530474,0.557596,0.750928
"사랑하기 좋은 날이야, 안 그래 처남? ",Its a good day to love isnt it,0.537435,0.670158,0.802612
"뭐, 별 다른 건 없구,  발레 교습비. ",Well nothing else ballet tuition,0.504489,0.687355,0.798244
... 어디 가세요?,Where cost you going,0.609995,0.517565,0.790134
"응, 도봉산. 이번 작품 배경이 안나푸르나잖아. ",Yes Dobongsan The background of this work is Annapurna,0.579141,0.596148,0.756329
이번엔 책 나오는 거예요? ,Are you getting a book this time,0.665559,0.697830,0.724910
나올 거야.  조만간. ,It will come out soon,0.610519,0.610330,0.800176
... 그러시겠죠. ,you will,0.362917,0.554013,0.861274
"공주님, 아빠, 갑니다~ ",Princess Dad Im going,0.597485,0.603960,0.751847
그거 10년도 넘은 만화 아니야?,Isnt that a cartoon over 10 years old,0.514220,0.620459,0.765778
아침은 먹었어? ,Did you exhaust breakfast,0.464691,0.604731,0.811683
우유 있으면 한 잔 주던가. ,reach me a chalk of Milk River,0.530437,0.584100,0.760582
오늘 회사 안 가? ,Arent you pass to shape today,0.443208,0.719254,0.805028
"말로 해, 누나. 말로. ",Say it sister In words,0.697412,0.570724,0.733914
"말로?! 서른 넘어서 백수 된 놈, 골로 안 보내는 게 다행이지! ",In words Im glad he didnt send a goal after 30 years,0.563936,0.622113,0.828245
처남이라고 어쩔 수 있겠어. 주변머리 없어 짤린 거를...,I cant help it being my brotherinlaw I was fired without a head around,0.616913,0.616913,0.739213
그걸 위로라고 하냐?  요즘 같이 취업하기 힘든 때에.,Do you call it comfort When it is hard to get a job together these days,0.582953,0.607846,0.755331
... 사업.,line,0.635085,0.599121,0.627657
뭐?,What,0.511696,0.511696,0.800700
사업 할 거라구!!  ,Im sound to get along line,0.482028,0.563928,0.758978
공익 광고를 찍어라!! 영업도 못 뛸 놈이 사업은 무슨. ,Take public service ads Whats this business that cant even sell,0.618914,0.642930,0.727230
하여튼 액션 있는 여자라니까. ,Anyway Im a woman with action,0.547659,0.622809,0.768106
빨리 안 나와?! ,Arent you get out shortly,0.439458,0.567691,0.834614
움직여봐.,Move it,0.559008,0.524468,0.792138
"꼬꼬마, 놀이동산 왔어?",small small fry constitute you in the amusement park,0.402479,0.562735,0.844990
"무대 내리지 말고, 지금 상태부터 큐 갑니다. ",Dont extend down the stagecoach,0.532614,0.657338,0.842598
"내리지 말라고, 이 자식아. ",Dont get off you bastard,0.625826,0.601389,0.769809
내 방 따로 안 해 놨더라. ,I didnt cause my own elbow room,0.471367,0.471367,0.757189
그게... 개인 분장실이 하나뿐이라. 채리는 데려오는 스텝도 많고. 죄송합니... ,Well theres only one personal dressing room There are a lot of steps that Chai brings Sorry,0.571542,0.572454,0.776652
무전기 밧데리가 다 돼서 잘못 들었습니다. ,The radio battery has run out so I constitute wrong,0.581032,0.592522,0.812681
당장 갈아 끼워! 	,Change it at once,0.552381,0.608256,0.767757
스릴 있네.  근데 내가 탈 땐 확실하게 해 줘. ,Its thrilling But please be sure when I ride,0.540130,0.611864,0.805239
"너, 설치 팀한테 엘리베이션 점검해달란 얘기 했어?",Did you tell the installation team to check the elevation,0.636926,0.767023,0.794234
뭐라구요? 무대감독님?,What execute you say Stage director,0.541664,0.596550,0.766138
짬밥만 늘면 다 감독이라고 설치지...  ,If you increase the total of Elmer Rice it will comprise installed as a conductor,0.453175,0.583131,0.819141
조명팀 이펙트 메모리 확인한답니다. ,condition the lighting team effect memory,0.540846,0.613521,0.787066
무대 암전합니다. 조심하세요. 암전 GO! 이펙트 GO!,Stage dark battle Look out Dark Battle GO Effect GO,0.548535,0.646288,0.779099
제가 지금 미팅 중이라서요. 네 네. 곧 전화 드릴게요. ,Im meeting today Yes Yes Ill call you soon,0.546125,0.667795,0.842704
너 정도 기본 소양은 갖추고 시작하는 거지. ,Youre starting with the basic skills,0.576041,0.657826,0.823843
... 내가?,I,0.400000,0.617486,0.726696
"순수하면서, 가만 보면...",inexperienced person still,0.635297,0.633907,0.749774
알아. 누구 좀 닮았지? ,Know Who dress it search like,0.374302,0.536991,0.773515
"응?  그래, 신뢰감 있고... 아무튼 야, 딱 사업하기 좋은 얼굴이야.",Huh Yeah trustworthy Anyway its a good face to do business with,0.549635,0.645425,0.765291
그래? ,okay,0.635085,0.645956,0.593393
"내 명함 받았지? 창투사 많지만, 우리처럼 확실한데 없어. ",Did you get my business card There are many spearmen but its not as sure as us,0.584142,0.595520,0.761807
"정말?  그럼, 나, 사진 좀 찍어도 될까? ",Really Then can I take a picture,0.572739,0.638738,0.842317
"꼼꼼한 거 여전하구나. 그래, 찍어. ",Its still meticulous Yes take it,0.608808,0.673248,0.772851
안효정씨랑 무슨 관계...,Whats the relationship with Ahn Hyojung,0.541606,0.541606,0.732514
"얼굴이 딱, ",Perfect look,0.569710,0.569710,0.654919
"압니다, 제가 좀...",I jazz I,0.395311,0.527632,0.856430
"사기 당하기 좋게 생겼어. 이렇게 좋은 학교 나오고, ",It looks good to be scammed Come out of a good school like this,0.611493,0.687078,0.763901
"아저씨들 거, 가만 좀 있어요! 옛날 여자 못 잊고 여기까지 온 게 뭐 자랑이라고. ",Misters stay nevertheless Im proud to have hail here without leave the old cleaning lady,0.578501,0.597883,0.769211
"옛날 여자라니! 첫사랑이라구요, 첫사랑! ",Old woman commencement be intimate firstly love,0.624179,0.621294,0.756751
이거 졸지에 동문회 하네.,This is an alumni association,0.611398,0.610678,0.733950
그래도 니들 똑바로 알아둬. 어쨌거나 효정이 첫사랑은 나였다. ,Nevertheless you guys need to know Anyway Hyojeongs first love was me,0.556184,0.617031,0.783774
그게 뭐 그렇게 중요합니까?,What personify so important,0.584060,0.643028,0.780400
그게 왜 안 중요합니까? ,Why doesnt that topic,0.580553,0.554137,0.800665
"아니, 요즘 세상에 첫사랑이 뭐 그리...... ",No this is the first love in the world,0.548174,0.634675,0.743516
"첫사랑 때문에 경찰서 오는 사람, 많아요. 첫사랑 때문에 술 먹고, 싸우고, ",There are a lot of people coming to the police station for their first love Drinking fighting for the first love,0.553082,0.602674,0.744212
그렇지! 내 말이 그거거덩. ,right Thats what I said,0.578782,0.684341,0.797275
"첫사랑 다시 만나면 내 인생, 다시 산다. ",When I meet my first love again I live again,0.562189,0.663758,0.768915
억만금을 줘서라도 찾아주기만 하면... ,Even if you give me billions of dollars just find it,0.612943,0.661184,0.778971
가고 있어요. 네. 네. ,going now Yes Yes,0.742338,0.758084,0.725170
"그 남자, 언니 인생의 마지막일 수도 있어.",That man it could be the end of your sisters life,0.682156,0.664773,0.731138
그래. 처음이자 마지막 운명. ,okay First and last destiny,0.611238,0.599962,0.754264
"껴 보면, 알게 되겠죠. ",Cuddle youll know,0.453481,0.661573,0.890550
아저씨!! ,Mister,0.521939,0.521939,0.659509
아저씨! 이 것 좀 빼주세요!!,Mister Please take this out,0.541652,0.613103,0.770750
릭샤의 문이 탁-!),Rickshas door is Tak,0.753448,0.753448,0.748434
모래 바람에 그녀의 눈을 가리는 남자의 손) ,Mans hand covering her eyes in the sand breeze,0.611049,0.604208,0.735892
!!,,1.000000,1.000000,1.000000
... 잘 있었어? ,How have you been,0.536127,0.605410,0.634442
종욱씨... ,Jongwook,0.802377,0.736619,0.767861
휴... ,Phew,0.866667,0.866667,0.947942
"너, 김종욱이 이 씹새끼!",You Jong Wook Kim you squawk,0.569705,0.595533,0.812434
"아우- 왜들 지랄이야, 진짜- ",Ow Why make up you fucking really,0.653911,0.640072,0.707392
얼굴이 왜 그래? 아빠 오늘 화생방 했어? ,Why is your face like that Dad did you make a living room today,0.548358,0.639454,0.779833
"지우, 너...  최기장이랑 헤어졌다며! ",Jiwoo you broke up with Choi Gijang,0.572516,0.614062,0.773366
아빠 그게...  그러니까 그게...,Dad that so thats,0.551063,0.738886,0.761567
세 명 성공시키면 독립할게요.,If three people succeed I will be independent,0.650250,0.694852,0.763221
...... 두 명...,two people,0.783690,0.776223,0.857249
여기가... ,hither,0.460151,0.595342,0.701392
"어서 오세요, 고객님. 첫사랑을 찾아 드리는 첫사랑 찾기 사무솝니다. ",Welcome sir Finding the first passion to find the first sexual love,0.568369,0.668429,0.763941
그러니까 찾아서... 하게 해준다는 겁니까? 첫사랑이랑?,and then youre looking for to get along it First love,0.601821,0.694552,0.803488
예? ,Yes,0.701027,0.952860,0.693569
"첫사랑 찾아서 뭐하게, 응? 너 이 새끼, 찾으면 가만 안 둘 줄 알아!",What do you do after finding your first love huh You kid I know I wont let you go if I find it,0.539123,0.552547,0.751138
미담이네요. 남편 분의 첫사랑을 찾아주시다니. ,Im sorry Finding your husbands first sleep together,0.579311,0.602426,0.757578
그 여자 얘길 가끔 했거든요...,I lecture about her sometimes,0.527172,0.639505,0.770815
그렇게 추억을 공유하며 사는 거죠. 성함도 말씀하시던가요?,Thats how you contribution your memories Did you bring up your public figure,0.605457,0.673934,0.750960
"이름... 예, 그 년... 아니, 그 여자 이름은...",Name Yes that bitch No that girls name,0.649246,0.711782,0.719491
"찾으면, 어느 분께 연락을 드릴까요? ",If you find it who will you contact,0.604821,0.616614,0.804651
"그냥, 그 자리에서 죽여주세요.  내 도망간 두 년 놈들만 생각하면 그냥...",Just kill him on the spot Just think of the two guys who black market away,0.550717,0.654084,0.793490
"들어와, 임마!! ",seed in fop,0.637460,0.642514,0.707830
자 왔지? 됐지? 이제 공연장만 쳐들어와봐. 쪽팔리게.  ,Are you hither Okay Now just get into the venue Im embarrassed,0.571116,0.592442,0.800851
"너는 임마, 입이 삼 천 개라도 할 말 없어. ",You dude I have nothing to say about three thousand mouths,0.641412,0.629674,0.715359
그래서 데려온 데가 여기야? 그래도 아빠 수준이면 퇴임한 국가정보원쯤은 ,So is this where you brought it Still at the level of his father the retired National Intelligence Service,0.621092,0.608720,0.721815
흥신소 아닙니다. ,Its not an excitement,0.591990,0.617825,0.748013
"엄연히 법인 신고에 사업자 등록까지 했구,",Strictly registered as a business entity in corporate reporting,0.553140,0.634395,0.780366
"뭐, 말이 그렇다는 거지... 그래서 좀 찾으세요?",Well thats what it says so are you looking for it,0.607698,0.593447,0.776126
백 프로란다.,Its a hundred pro,0.569317,0.533605,0.686025
"아니, 백 프로까지는...  근접하긴 하죠.",No to the back pro its finish,0.548300,0.544255,0.826044
정확하고... 많으면... 찾을 수 있다는 거죠? ,Accurate if there are many you can find it,0.565882,0.634538,0.801967
그럼요.,of course,0.646084,0.576939,0.556329
잘됐네요.  언제 오시죠? 제가 좀 바빠서.,Good for you When equal you coming Im a bit busy,0.589139,0.607885,0.794738
"아, 거기는...  우리 매...일은 아니고, ",Oh there is not every single day,0.717103,0.714232,0.722352
박 실장 도대체 언제 오는 거야...  ,When the hell is coming Chief Park,0.578595,0.631289,0.771738
찾으시는 분 고향이?,Who constitute you looking for,0.591892,0.559378,0.758884
몰라요.,I practice not acknowledge,0.313330,0.592716,0.881487
나이가?,The Age,0.659969,0.705442,0.581222
몰라요. ,I practice not acknowledge,0.313330,0.592716,0.881487
출신학교는요?,What is your school of origin,0.545590,0.602511,0.739348
모르는데요. ,I dont be intimate,0.570733,0.670278,0.750762
장난하나?,Are you jolly me,0.470851,0.470851,0.668109
"아, 진짜 모릅니다요. ",Oh I genuinely dont know,0.633221,0.700981,0.820912
성함이?,Your figure,0.546090,0.454955,0.755263
서한수 대령이요. ,Colonel Seo Hansoo,0.497931,0.611366,0.743983
예비역 한기준 병장입니다. ,This is a sergeant based on the reserve,0.648389,0.608368,0.737133
선 볼래? 될 때까지? 우리 부대 12개 사단에 공문 한 번... ,Want to see Until it Once in the 12 divisions of our unit,0.570352,0.602009,0.794784
김! ...,Kim,1.000000,1.000000,1.000000
김. 종. 욱.,Kim Bell Wook,0.772253,0.687973,0.849781
감사합니...	,Thank you,0.469428,0.492009,0.795062
　턱 선의 외로운 각도. 콧날의 날카로운 지성. ,Lonely angle of the jaw line The sharp intelligence of the nose,0.585819,0.656224,0.723609
됐거든요. 헐~  ,Thats it Huh,0.502226,0.782103,0.733794
거 껍질 좀.  그래서요? ,Some shells and then,0.522865,0.768321,0.753263
그래서... 사막까지 갈 거예요. 	,and then Im going to the desert,0.679188,0.701072,0.753269
여자 혼자서 사막을? ,Woman alone in the desert,0.571108,0.571108,0.730925
대단한데요. 가서 뭐하려구요?,Its great What cost you drop dead to practice,0.565407,0.526488,0.739874
"그게요, 웃지 마세요. 어... 웃으면 안 되는데... ",Thats it dont laugh Uh I pitch laugh,0.538014,0.692580,0.818957
낙타. 그거 생각보다 멀미 많이 한 대요. 키미테 꼭 붙이고 타세요. ,camel Thats a lot of motion sickness than I thought Please wear Kimite,0.566564,0.636255,0.785929
키미테. 아... 키미테. 감사합니다. ,Kimite Ah Kimite Thank you,0.594758,0.605679,0.797974
"그럼, 자이살메르로 가겠네요? ",indeed constitute you going to Jaisalmer,0.623027,0.666215,0.786309
와~ 그걸 다 어떻게 외워요?,Wow How do you memorize it all,0.579107,0.558116,0.701951
가이드북 한 번만 읽으면 되요.  사막이라... ,You only need to read the guidebook once Its a desert,0.593278,0.567864,0.763126
"우리, 지금 인도에 있어요. ",We are in India right now,0.727089,0.735807,0.779157
"그냥 다 왔다고 하면 되지, 무슨... ",just now tell its all over what,0.589398,0.647951,0.803746
그래서 그때부터 같이 다녔어요?,So have you been together since then,0.642928,0.618039,0.735761
...... 아뇨. ,no,0.200657,0.641886,0.694253
인연이 있다면 다시 만나겠죠. 	,If there is a relationship we will meet again,0.629981,0.636716,0.695146
"그래요, 인연이 있다면... ",Yes if there is a relationship,0.712878,0.667725,0.683670
"저기요, 이름이...",Excuse me my name is,0.632876,0.694257,0.761045
왜 그랬어요?,Why did you do that,0.630849,0.662379,0.778996
"그냥, 그렇게 쉬우면 안 될 것 같아서요... ",I just dont think it should be that easy,0.590715,0.690405,0.820834
좋아 죽지?  그러다 진짜 죽는다!,Okay dice and then he break down,0.522833,0.643250,0.810878
저거 언제까지 듣고 있어야 돼? ,How long should I be listening to that,0.631732,0.697986,0.751560
자기 꼬꼬마 부를 때만해도 저거 보단 나았지 싶어.,When I call my small boy I require to cost better than that,0.558684,0.598749,0.761675
네?  선배님은 언제 적 얘기를...,Yeah When did you tell the enemy,0.695794,0.719197,0.806815
왜- 엄연한 데뷔곡인데. 하긴 1집이 끝이지?  ,Why Its definitely a debut song Is that the end of the first album,0.609038,0.690268,0.713792
1막 합창 갑니다!!,Act 1 chorus exist going,0.603993,0.603993,0.738729
감독님.  꼬꼬마가 뭐예요?,conductor What follow a small fry,0.617117,0.592934,0.732691
"시끄러, 임마. 	",Noisy dude,0.596452,0.724997,0.746580
비행기를 타고 델리까지... 비행시간 총 일곱 시간 반... ,By plane to Delhi Total flight time seven and a half hours,0.637634,0.646081,0.773479
오사카에서 출발하는 직항기면...,lineal trajectory from Osaka,0.465557,0.604375,0.774127
후- ,after,0.336861,0.514590,0.696500
짜이쌀멩류?,Jjapsalmengyu,0.556735,0.556735,0.636647
"예?  자이살메르요, 자이살메르. ",Yes Jaisalmer Jaisalmer,0.586458,0.630200,0.776962
"인도 여행객들의 필수 코스죠. 타르 사막, 낙타 트래킹...",This is a must for Indian travelers Tar desert camel tracking,0.710146,0.677966,0.745597
아빠야!!,daddy,0.548339,0.584777,0.691202
급할 때 아빠 찾는 사람은 흔치 않죠.  잘 지냈어요? ,It is not uncommon to find a dad when you are in a hurry How are you,0.602797,0.605471,0.775016
저... 저기요. 거긴 안 되는데.  악-!! ,I Excuse me I cant Ouch,0.586622,0.686634,0.777502
아무래도 낙타 타는 건 무리겠어요. 하루 이틀은 많이 불편할 텐데... ,It would be unreasonable to ride a camel A Clarence Day or two would be very uncomfortable,0.556307,0.606970,0.723307
아뇨. 이렇게 다시 만나겠죠. 우리가 정말... ,no We will adjoin once again like this We in truth,0.502524,0.579035,0.747654
인연이 있다면?,If there is a relationship,0.577910,0.700350,0.706987
Could you tell me... when he comes back? Really? he already checked out this morning? ,Could you tell me when he comes back Really he already checked out this morning,0.577537,0.747258,0.788223
내가 미쳤지. 내가 미쳤지. ,Im crazy Im crazy,0.555893,0.655997,0.829502
You know this man? I have never seen anyone before who got travel sick on the camel. ,You know this man I have never seen anyone before who got travel sick on the camel,0.628354,0.709738,0.781805
이대로 잠시 만요...,defy on like this,0.585237,0.649321,0.740319
아 흑- ,Ah black,0.804984,0.841005,0.766610
"아직두야? 백날 붙들고 있어야 뭐 해, 직접 찾아가면 될 걸. ",Do you still have it You have to hold on to it for a hundred days so what do you do,0.603131,0.608166,0.752607
엄연한 공갈에 사깁니다.,I buy it in strict blackmail,0.649573,0.654679,0.766799
전직 직원이잖아. 혹시 알아? 안 짤렸음 점장까지 됐을지?,He is a former employee Do you know Im not fired even the manager,0.539590,0.579707,0.803065
매형 알잖아요. 저 거짓말 못해요. ,You recognize I cant prevarication,0.579438,0.591382,0.721334
당당하게! 저돌적으루다가! ,Boldly disco biscuit around,0.584159,0.651039,0.788068
진짜 못 한다구요. ,I real cant over,0.427121,0.551780,0.801191
나 실크로드 한 점장인데!!,Im the manager of Silk Road,0.595891,0.598231,0.753792
그 동안 실크로드가 여기랑 거래한 지가 얼마야. ,In the meantime how long has Silk Road been doing business with here,0.650198,0.614531,0.738735
찾으시는 출국가가... ,The country you are looking for,0.631691,0.660792,0.758148
1999년. 인도.	,1999 India,0.351325,0.672092,0.916460
"안녕히 가십시오, 점장님. ",Goodbye director,0.477376,0.625140,0.874700
김종욱...... 김종욱...... ,Jongwook Kim Jongwook Kim,0.566481,0.554844,0.795115
"팀장님, 팀장님! ",Team leader team leader,0.562687,0.782105,0.816735
부탁드릴게요. 엘리베이션 좀 교체 해 주세요. 저대로는 위험해요. ,complaint ask Please replace the elevation Its dangerous for me,0.550435,0.643529,0.808582
"서감독, 말 진짜 이상하게 하네? 누가 들으면 우리 책임인 줄 알겠어. ",Director Seo what makes you really weird If anyone hears I think its our responsibility,0.600991,0.589606,0.758262
"제 말씀은... 아시잖아요. 공연 두 달 넘게 버텨야 되는데, 너무 낡았어요.",I mean you acknowledge I have to hold on for more than two months but its too old,0.570840,0.561212,0.772044
"그러니까, 나한테 이러지 말구, 회사에다 직접 말해. ",So dont do this to me tell the company directly,0.543364,0.596390,0.790936
"씨발, 진짜!!",Fuck real,0.555677,0.656282,0.735520
??,,1.000000,1.000000,1.000000
핸드폰이 꺼져 계시더라구요.,The cell phone constitute off,0.662741,0.690013,0.777753
그렇다고 여길 오시면...,But if you descend hither,0.638432,0.680265,0.726942
댁으로 갈 걸 그랬나요? ,Did you go to your habitation,0.596948,0.596948,0.732168
아뇨! 그게 아니라... ,no Not that,0.521572,0.563038,0.793935
"미안한데, 오늘은 그냥-  아무래도 안 되겠어요, 죄송합니다. ",Im sorry today I hardly I tilt Im sorry,0.423376,0.619198,0.850459
예? 갑자기 왜... ,Yes Why all of a sudden,0.569028,0.628113,0.805081
"아시겠지만, 아빠 때문에 할 수 없이 간 거지, 전 처음부터 별로였어요. ",As you know I couldnt do it because of my dad but I wasnt very good from the beginning,0.577670,0.619293,0.733360
누가 돈 때문에 이럽니까? ,Who is this for money,0.546407,0.573995,0.778045
"달랑 이름 하나로 시작했어요. 아직 찾은 건 아니지만, 그래도 많이 온 거잖아요. ",It started with one name I havent found it yet but its still a lot,0.581326,0.606843,0.820182
"알았어요. 알았으니까, 나중에 전화로... ",I consider all right later on the telephone,0.603343,0.613195,0.748303
"전화해도 안 받으면서! 저요, 이대로 포기 못 합니다! ",You dont answer the telephone set Me I cant give up like this,0.547743,0.621785,0.736010
이봐요! 여기 제 일터예요. ,Hey This cost my workplace,0.503235,0.532081,0.737312
겁나는 건 이해하지만 일단 시작한 거 끝까지 가봐야죠. ,I understand its scary but I have to go from the beginning to the end,0.637631,0.614233,0.747372
나 진짜... 어이가 없어서... 뭐 이런...,Im really outrageous well,0.575774,0.659652,0.791832
"저 이래 뵈도 인맥도 넓고... 괜찮습니다. 지우씨, 실망시키지 않을 자신 있어요. 기다릴게요. 연락주세요. ",Since then I have a wide range of connections and Im fine Jiwoo Im confident you wont be disappointed Ill wait Please contact,0.699300,0.669414,0.768200
