Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
"아니야? 너 존나 싸가지 없다? 아니라니 지금 목격한 눈이 몇 갠데...? 어?  여기 눈알이 하나, 둘, 셋, 넷, 이 새끼는 안경 꼈으니까 눈알 네 개 해서 여덟,..",no Are you then curse inexpensive nobelium how many middle ingest you look today uh One orb two three four this sonny exist get into specs thence four eyeballs eight,0.608971,0.686218,0.773457
어? 또 쪼개네?,uh tear again,0.654621,0.711946,0.683717
...,,1.000000,1.000000,1.000000
내가 웃기냐? 왜 시발 실실 쪼개냐고? 어?,Am I funny Why divide the shag uh,0.483112,0.618414,0.825430
...,,1.000000,1.000000,1.000000
"시발 실실 쪼개지마... 왜 그래, 내가 웃기는 놈이 된 거 같잖아... 어?",Dont cave in the fuck Why you recollect Im a funny cat huh,0.559702,0.686837,0.796777
같은 반 친구들하고 면담도 해보고 했지만 마땅히 추측할만한 얘기는 없더라고요.,I hold an consultation with my class fellow but there constitute no intellect to think,0.533051,0.597581,0.818038
... 혹시 제가 그 친구들을 만나볼 수 있을까요?,Can I contact them,0.411669,0.677336,0.886514
글쎄요...,I get along not get laid,0.516497,0.717964,0.850252
...,,1.000000,1.000000,1.000000
"애들이 마음 추스린지 얼마 안돼서... 약간은 걱정이 되네요... 이제 조금 있으면 수능이고, 공부도 해야 되는 상황이라 잘 생각해보셨으면 좋겠네요. ",Its exist a piece since the nipper equal experience cold Im a little worried I go for that you can think about it because its a college entrance test and you demand to consider,0.635228,0.668375,0.778737
...,,1.000000,1.000000,1.000000
"제가 애들 면담도 해봤지만, 만나봐야 그렇게 크게 도움이 안 되실 거예요... ",Ive get audience with the nipper but look them wont service you thusly much,0.547051,0.613262,0.801062
... 기태는 면담을 했었나요?,Did Gitae audience,0.554135,0.762985,0.871306
면담을 하긴 했는데 별 특별한 점은 없었어요. 저도 너무 당황스럽네요... 뭔가 말씀을 드리고 싶지만...,I induce an audience but there equal nothing special Im so embarrassed I need to tell you something,0.534603,0.643761,0.835014
계속 특별한 점 없다고만 말씀하시는데... 담임선생님이신데 어느 정도 애가 달라진 건 알 수 있지 않나요... 평소하고...,You keep tell that theres nothing special Youre the home room instructor but lingo you enjoin me how much the youngster feature deepen as usual,0.617348,0.614541,0.769200
...  ... 솔직히... 저도 똑같은 얘기를 묻고 싶네요.,frankly I need to need the same thing,0.613979,0.674188,0.828186
...,,1.000000,1.000000,1.000000
기태하고 상담 할 때 보면 항상 아버님에 관한 얘기는 잘 못하더라고요. 기태가 어렸을 때 어머니도 여의고 해서 아버님하고는 굉장히 가까울 거라 생각 했거든요...,When I utter about it I wasnt perpetually good at peach about my founding father When I make up young my female parent likewise consider that I would exist really closely to my don because of my high-pitched schooling,0.615763,0.610552,0.762273
... 무슨... 뜻이죠?,What make you entail,0.651012,0.682441,0.746170
예?,Yes,0.701027,0.952860,0.693569
무슨 뜻으로 그런 말씀을...,What get along you mean,0.546001,0.706323,0.882510
아... 그냥 생각이 나서 말씀 드리는 겁니다.,Ah Im exactly intend and tell you,0.549860,0.758168,0.815792
제가 이해력이 부족한 가 봅니다.,I intend I lack read,0.419745,0.682984,0.857941
무슨 뜻인지 제가 이해를 못해서 그런데 설명 좀 해주시죠.,I dont see what you entail but please explicate,0.540224,0.675516,0.840134
"아, 아닙니다.",Oh no,0.247241,0.558929,0.839572
제가 잘 이해를 못했습니다. 설명 좀 부탁드릴게요.,I cause not see good Id like some account,0.493828,0.673692,0.843955
...,,1.000000,1.000000,1.000000
뭐해? 마시라고 준건데...,What make up you manage I be state to pledge,0.536084,0.600025,0.784167
"아, 예... ",Ah yes,0.784376,0.923725,0.770177
장례식 때 왔었지?,Did you get to the funeral,0.596702,0.618838,0.747557
예... 하루... 발인 때 갔습니다.,Yes one day I decease when it constitute,0.595276,0.646842,0.770018
솔직히 장례식 때는 정신이 없어서 누가 누군지 기억은 못해. 낯은 익지만...,frankly at the funeral Im insane and I dont commend who it is Its familiar but,0.635145,0.694986,0.774201
그렇죠... 애들도 많고 하니까... 근데 어떻게 저를 알고 이렇게 연락을...,decent Because there follow a mountain of kids But how get along you get laid me and touch me like this,0.642435,0.675787,0.764139
담임선생님 만났어. 반 애들 연락처 물어봤어. 그중에서 몇 명하고 통화하니까 너가 기태하고 친했다고 하더라고...,I see my home room teacher I postulate the classmate adjoin information I lecture to a few of them and you tell that you equal friendly and friendly,0.575842,0.572232,0.770374
...,,1.000000,1.000000,1.000000
부담 갖지 않아도 돼... 그냥 편하게 얘기해줘.,You dont get to finger burdened simply tell me comfortably,0.617526,0.641143,0.738716
예...,Yes,0.701027,0.952860,0.693569
저한테나 주변 친구들한테 내색 하는 편은 아니었어요. 워낙 저희한테 자기 힘든 걸 티내는 성격은 아니었거든요...,I wasnt verbalize myself to friends around me It wasnt because we werent depict off our difficult study,0.481735,0.653166,0.810823
... 그래... ,okay,0.635085,0.645956,0.593393
...,,1.000000,1.000000,1.000000
기태가 학교를 안 나왔다고 하는데 알고 있지?,I listen that gilbert Tae didnt lead schooltime you get laid,0.648558,0.648558,0.755109
예...,Yes,0.701027,0.952860,0.693569
너가 기태하고 친했다고 하니까 조금이라도 알거 아니야... 그때 무슨 일이 있었는지?,You know youre and so near and friendly thence you dont know a slight what find then,0.554032,0.629311,0.802660
저도 기태가 왜 학교에 갑자기 안 나왔는지는 모르겠어요... 어느 날부터 조금 달라지기는 했어요...,I dont know why Gitae didnt descend to schooltime dead,0.363187,0.641409,0.902255
달라지다니?,exist it unlike,0.714031,0.724557,0.733980
평소 보다 말도 없어지고... 그냥 어두워 보이긴 했는데 이유는 잘 모르겠어요...,intelligence be make bad than usual It simply bet dark but I dont know why,0.570390,0.617201,0.793564
그래도 뭔가 짐작이라도 가는 게 없어?,Anything you can imagine,0.491806,0.687184,0.838855
"저희한테 전혀 내색하지 않았어요... 그냥 너무 갑작스러웠어요. 뭔가 크게 달라진 점도 없었고... 뭐 때문인지 아무리 생각해 봐도 그럴만한 점은 없었어요... 성적에 대한 부담감을 농담 비슷하게 얘기한 적이 있긴 한데, 그런 게 영향이 있었을 같지는 않고...",He didnt express us at all it cost just now excessively sudden nil get changed importantly No thing how much I suppose about it theres zilch to get along with it Ive evidence you a gag about the insistence on gradation but I dont guess it might get sham,0.574186,0.657127,0.808725
...,,1.000000,1.000000,1.000000
그리고 기태가 저한테 이런 얘기도 한 적이 있어요. 자기는 다른 애들하고 틀린 거 같다고. 그게 뭐냐고 물었는데... 그냥 틀리다고만 얘기했어요... 무슨 뜻으로 그런 얘기를 했는지 모르겠어서 계속 그 얘기가 기억에 남았어요.,And Keetae say me this You look to exist incorrect with the other kid I take what it make up I exactly tell it equal wrong I didnt get laid what I make up tell then I continue commend it,0.573260,0.702210,0.848202
그게 기태 일이 있기 얼마 전이었니?,How tenacious before that find,0.618929,0.710791,0.738702
예...,Yes,0.701027,0.952860,0.693569
...,,1.000000,1.000000,1.000000
"아버님, 저한테 핸드폰 잠시 주실 수 있으세요?",beginner can you feed me a jail cell earpiece for a patch,0.558281,0.647686,0.774474
이 번호로 한번 전화해보세요. 기태 일이 있기 얼마 전에 전학 간 친군데... 이 친구라면 뭔가를 얘기 해 줄 거예요.,yell this bit formerly Its represent a tenacious sentence ago before I cost shift but this protagonist will evidence you something,0.631682,0.644641,0.760544
... ,,1.000000,1.000000,1.000000
한창 공부중인데 이렇게 찾아와서 미안하다.,I make up learn in full lilt but I cost sorry to make out hither,0.578794,0.639959,0.774023
아닙니다...,no,0.141886,0.495449,0.858562
이제 고3 올라가니까 많이 바쁠 거 아니야...?,Its not go away to represent rattling busy since youre get up 3,0.569134,0.640839,0.792333
"그냥, 괜찮아요.",scarce mulct,0.515680,0.612688,0.800265
개학이 언제지...?,When cause school day initiate,0.493331,0.692646,0.838081
한 1주일 정도 남았어요.,About a week exit,0.525072,0.584375,0.800039
기태 사진들 보니까 너하고 찍은 사진이 많더라고. 너하고 한명 더 있었는데... 누군지 모르겠고.,look at the be exposure there cost many painting involve with you There exist one more than with you I dont know who it make up,0.666077,0.645592,0.758918
다른 친구는 동윤이에요...,The other acquaintance exist Dongyun,0.553006,0.613464,0.728967
동윤이?,Dongyoon,0.833474,0.833474,0.747343
예...,Yes,0.701027,0.952860,0.693569
"야, 이제 내 차례 아니야!?",Hey its not my bend immediately,0.530541,0.672945,0.755621
마지막! 마지막! 진짜!,Last Last rattling,0.527613,0.640018,0.811428
못 찾겠어∼ 그냥 공 새로 사지...,I tilt find it I scarce corrupt a new ball,0.611042,0.654944,0.783262
"병신아, 그런 소리 하지 마. 기태가 존나 아끼는 거야.",Byeongshin dont say that Gitae is real much give up,0.580553,0.698749,0.794192
야구공을? 왜?,Baseball Why,0.482401,0.542230,0.777523
보경이가 그렇게 좋냐?,make up Bokyung then good,0.550106,0.665370,0.755019
아니라고 몇 번을 얘기해.,Say some sentence no,0.513818,0.756956,0.794081
"뭐가 또 아니야... 이 새끼, 계속 아니래.",What else constitute not This cunt Im not,0.662693,0.653888,0.758696
이번 주에 월미도나 갈래? 다같이? 보경이하고 걔 친구들도 같이.,Wan na choke to Wolmido this week in concert Bokyung and her acquaintance exist in concert,0.548115,0.668314,0.786761
좋지! 가자가자!,good LET conk lets conk,0.550310,0.671633,0.854050
"베키, 어때?",Becky how exist you,0.531945,0.733324,0.817620
가던가...,Im get,0.676123,0.642525,0.676916
"미친 새끼, 존나 태연한 척 하네.",Crazy shit pretend youre sore,0.537957,0.630679,0.801094
티 나냐?,exist it me,0.593957,0.727887,0.735520
"티 존나 나, 병신아! 으이그～",T Jonah you asshole Ugh,0.589144,0.611949,0.762623
"야, 세정이도 오겠지...?",Hey cleaning will get,0.592596,0.724927,0.789784
몇 번을 얘기해! 세정이도 올 거라고. 이제 보니까 너 존나 이상하다?,peach a few sentence Washing will get along today you date its weird,0.623837,0.648722,0.804229
"뭐가, 새끼야?",What be it sister,0.579327,0.643643,0.738992
네 욕심 채우려고 가자는 거 아니야?,Arent you fail to sate your greed,0.503740,0.603117,0.799022
"아니야, 임마! 뭐니 뭐니 해도 베키를 위해서지...",No clotheshorse Anything anything for Becky,0.539569,0.608483,0.827665
웃기지마! 너 세정이 때문에 그런 거잖아!,arrange not make up ridiculous Thats because you exist clean,0.624723,0.678576,0.764818
"뭐, 나랑 세정이랑 잘 되도 나쁠 거 없잖아...",Well it doesnt sustain to exist sorry if it knead good with me,0.627692,0.677064,0.792156
"이 새끼, 이제 본심을 드러내내.",This love child today bring out your truthful nitty-gritty,0.542163,0.741784,0.831852
"적극적으로 나서봐. 우물쭈물 하다보면 기회 놓지는 거야, 임마!",beryllium active If you perform not hesitate you will fall behind your luck homo,0.651189,0.654639,0.760681
알았어.,Ok,0.486628,0.682943,0.729526
동윤이 새끼 봐. 존나 적극적이잖아. 너가 동윤이 반만 해봐. 벌써 성공했지.,facial expression at Dongyoon Its jazz aggressive You exist entirely half dongyun Already successful,0.576774,0.625617,0.753789
알았어... 잔소리 좀 그만해. 엄마 같잖아!,Okay plosive consonant nagging You depend like a female parent,0.516714,0.583949,0.830006
"새끼야, 엄마라 불러.",call in me female parent,0.671528,0.707712,0.743044
야! 빨리와!! 늦었다고!!,Hey add up tight Its later,0.615626,0.626740,0.713342
알았어! 가!,Ok close,0.617002,0.617002,0.749171
"저 새끼, 또 지랄이야!",That motherfucker its shit good again,0.480736,0.702420,0.790716
가자고 몇 번을 얘기해.,assure me a few sentence to decease,0.609666,0.668340,0.739501
"닥쳐 병신아! 재촉 좀 하지마, 새끼야!",Shut up Dont look sharp me indulge,0.525936,0.697799,0.814549
"야, 이거 뭐 우리 동네 중국집하고 큰 차이 없잖어.",Hey this exist not a big deviation from my local Chinese house,0.569918,0.573006,0.742654
"그냥 닥치고 먹어, 임마. 맛만 있구먼...",scarce shut up and deplete fashion plate It taste good,0.632459,0.656952,0.744030
이게 맛있냐? 어?,Is this delicious uh,0.703109,0.715165,0.693410
왜? 난 맛있는데...,Why Im delicious,0.586672,0.695773,0.769836
"야, 니네 둘이 이럴 거야? 둘이 그렇고 그렇다 이거야, 뭐야!?",Hey exist you two get to exist like this The two exist the like this exist it what be it,0.541649,0.670700,0.790027
뭔 헛소리야? 아니야!,What exist you sing about no,0.555823,0.629355,0.743657
아니라고? 근데 너 왜 동윤이 옹호 해?,No But why practice you fend for Dongyun,0.438902,0.568036,0.727329
내가 언제 동윤이 옹호 했는데? 맛있다고 밖에 더했어...,When get along I defend Dongyun I bestow that it was delicious,0.652281,0.649340,0.754129
그게 동윤이 옹호 한 거지.,Thats what Dongyun preach,0.541994,0.587452,0.757446
"야야! 됐고, 닥치고 빨리 먹고 월미도 가자.",Hey Alright shut up eat tight and LET become to Wolmi,0.541882,0.571263,0.782356
기태야...,Its Gitae,0.766977,0.766977,0.765981
기태야.,Its Gitae,0.766977,0.766977,0.765981
어?,uh,0.717157,0.717157,0.506135
이거 맛있어. 한번 먹어봐.,This exist delicious attempt it one time,0.597341,0.617390,0.755367
어... 어... 알았어...,Uh Uh Okay,0.561016,0.639674,0.691631
군만두도 아직 안 먹었지...?,I havent eaten any dumplings still,0.658672,0.647291,0.776781
"먹어봐봐. 군만두는 진짜 괜찮어, 여기...",attempt it The dumpling make up really okay hither,0.538866,0.595868,0.788022
왜 그래?,What is it,0.807672,0.850593,0.801741
...어?,uh,0.717157,0.717157,0.506135
뭐하는 거야 지금?,What be you get along instantly,0.608431,0.644572,0.754724
...어?,uh,0.717157,0.717157,0.506135
뭐하는 거냐고?,What live you get along,0.633180,0.633180,0.744029
...,,1.000000,1.000000,1.000000
너 희준이 질투심 느끼라고 나한테 이러는 거야? 어?,Are you make out this to me to take him sense jealous uh,0.497805,0.663493,0.791295
"야, 야, 분위기 왜이래? 아줌마, 여기 사이다 한 병만요∼",Hey hey why be this Aunt simply a feeding bottle of cider hither,0.528584,0.620036,0.758777
"야, 빨리 먹고 나가자! 이러다 해 지겠다.",Hey let eat fasting I will practice this,0.577480,0.655305,0.779417
쟤네 둘 사귀어? 뭐야? 계속 둘만 붙어 다녀.,Are they see what I keep on bond in concert,0.524613,0.586757,0.848093
베키랑 기태?,Becky and Gitae,0.801086,0.802646,0.718709
어... 근데 왜 희준이 보고 베키라고 불러?,Uh But why make out Heejun run into Becky,0.528833,0.628646,0.788864
백희준이니까. 베키지.,Its Baek Heejun Becky,0.525130,0.620720,0.809685
"뭐야, 그게! 유치하게... 어이없어, 진짜!",What is that Childishly absurd rattling,0.631219,0.647499,0.749011
뭔 헛소리야? 병신아!,What exist you talk about You asshole,0.572336,0.643649,0.745312
진짜로... 보경이 너한테 관심 있는 거 같다고...,genuinely I mean Bokyung cost interested in you,0.601021,0.714173,0.783879
"야, 너 왜 이렇게 순진하냐? 어?",Hey why be you indeed naive uh,0.549122,0.585441,0.776367
...,,1.000000,1.000000,1.000000
"야, 쟤 완전 여우야. 임마! 일부러 너 질투심 느끼라고 그런 거라니까. 어? 모르겠어?",Hey shes a fox Hey Its because you intentionally experience jealous uh I get along not be intimate,0.638203,0.676640,0.745258
... 모르겠어...,I practice not be intimate,0.397744,0.687841,0.860455
으이구! 병신아!,Ugh You asshole,0.583700,0.590898,0.766379
아아아아!!! 야야야!! 놔!!,Ahhhhhhh Hey hey hey Let it depart,0.534956,0.583591,0.809762
"그냥 제가 부족한 부분이 있으면 챙겨주고 그랬어요. 기태가 공부도 잘하니까 제가 모르는 거 있으면 가르쳐도 주고, 또 힘이 있으니까 기태 덕에 편하게 학교생활 할 수 있었어요. 기태랑 친하니까 아무도 안 건들더라고요...",scarce ask precaution of what I lack and I answer Gitae is also good at studying thence I can teach you anything I dont know and because I take intensity I exist able to comfortably be in schooltime nobelium single tinge me because Im near to Gitae,0.629947,0.685184,0.785344
힘이 있다는 게 무슨 얘기니?,What exist you tattle about sustain index,0.598995,0.773505,0.784754
그냥... 애들이 함부로 하지는 못했어요... 다른 애들이 함부로 할 만큼 약하지 않았어요...,I exactly the Thomas Kyd werent careless they werent weak plenty to nominate other youngster careless,0.589137,0.589137,0.734858
기태한테 그런 면이 있었다는 게...,That Gitae get that look,0.525587,0.792702,0.856574
...,,1.000000,1.000000,1.000000
솔직히 조금 생소하다. 기태가 보통 집에서는 말이 많거나 하지는 않거든... 그래서 그런지 너가 지금 하는 얘기들이 낯설게 느껴져. 난 도리어 기태가 학교에서 애들 사이하고 잘 지내는지 많이 걱정했었거든. 집에 있을 때 기태가 자기 친구들을 데리고 오는 경우도 본적이 없고...,frankly it equal a spot unfamiliar Gitae commonly doesnt public lecture or talking at plate indeed often so I sense strange about what youre talking about right hand today I constitute really worried that Gitae cost getting on with the kid at school I take never go out Gitae land her protagonist while at family,0.625771,0.678406,0.788693
저도 가본 적은 없긴 한데... 그냥 불편했던 거 같아요. 친구들이 자기 집에 오는 게... 근데 기태가 저희 집이나 동윤이 집에서는 같이 많이 놀았거든요...,I havent exist there but I reckon it make up exactly uncomfortable champion descend to their sign But Gitae toy in my theater or Dongyuns star sign a good deal,0.647139,0.651054,0.780647
그랬었구나...,You get along,0.576483,0.664760,0.756680
저도 부모님하고 있을 때 모습하고 친구들 하고 있을 때 모습이 틀려요. 기태뿐만 아니라 아마 다 그럴 거예요.,When Im with my parents when Im with my ally when Im with my protagonist I take care incorrect Not exactly the nonpayment but likely all,0.617606,0.662619,0.750102
그럼 기태가 학교에서 전혀 문제는 없었던 거니?,thence get along Kitae never possess any trouble at school day,0.645014,0.706152,0.765727
예... 제가 전학가기 전까지는 그럴만한 일은 전혀 없었어요..,Yes There cost naught like that until I constitute transmit,0.611048,0.683018,0.808030
기태 일이 있기 몇 주 전에 전학 갔잖아...,You exist shift a few weeks before anything encounter,0.649278,0.682578,0.774401
예.,Yes,0.701027,0.952860,0.693569
방학도 얼마 안남은 상황에서 급하게 이사 갔잖아...,You go in a precipitation with your vacation short,0.574482,0.628944,0.797026
그냥 집안 사정 때문에 이쪽으로 오게 된 거에요. 저는 재호가 아버님께 왜 저한테 가보라고 한 건지 잘 이해가 안가요... 기태 일이 있기 거의 몇 주 전에 전학 간 거여서 전혀 아는 게 없었거든요...,I scarce come in hither because of my class destiny I dont understand why Jaeho postulate my forefather to get to me Because I exist shift nigh a few weeks ago I didnt know anything at all,0.569741,0.642803,0.795073
그럼 기태랑은 전학 간 뒤로는 아예 본적은 없는 거고?,and so havent you learn Ki Taerang since you change,0.503637,0.666660,0.827991
전학가고 며칠 뒤에 제가 사는 아파트 단지 입구에서 기태가 저를 기다리고 있었어요. 그때 잠깐 인사하고는 그 뒤로 본적은 없어요.,A few Clarence Day after my conveyance Gitae cost look for me at the entree of my flat complex I sound out howdy for a second and I havent consider it since,0.662713,0.655568,0.735202
그때 뭔가 이상한 점 없었고?,Washington there anything strange at that meter,0.551163,0.618464,0.782341
그냥... 이런 저런 얘기를 했는데. 별로 달라보이지는 않았어요. 그냥 짧게 얘기 했어요. 제가 전학 가니까. 작별 인사 하려고 온 거 같았어요. 평소하고 같았어요.,I exactly I said something like this It didnt depend rattling unlike I exactly said it briefly Im change It look to make up read goodbye It cost the similar as usual,0.638712,0.707690,0.790642
...,,1.000000,1.000000,1.000000
재호 말로는 기태가 성적에 부담을 느꼈다고 하는 거 같던데...,In Jaehos Good Book it look that Gitae sense burden with his gradation,0.616157,0.649631,0.800843
재호가요?,Jaeho,0.657107,0.528795,0.803834
응.,Huh,0.539445,0.539445,0.476177
"솔직히... 그건 아닌 거 같아요. 그런 걸로 부담 느낄 애는 아니었어요, 저도 기태가 왜 그런 선택을 했는지 정말 이해가 안갔어요. 그래서 장례식 때 애들한테 물어보기도 했는데 그냥 어느 날 갑자기 학교를 안 나왔다고만 하더라고요. 분명 기태한테 말 못 할 만큼 큰일이 있었을 거라 생각이 들어요. 충동적으로 그런 선택을 할 애는 아니거든요.",frankly I dont intend and so I wasnt a minor who would sense saddle with that and I genuinely didnt understand why Gitae take in that selection and then at the funeral I postulate the kids but they exactly enjoin that they didnt sound to school one day I intend there must hold be something big enough that I couldnt tell Gitae Im not impulsively hold that alternative,0.630239,0.690409,0.795571
사진 속에 있던 다른 친구는...,The other acquaintance in the scene,0.629663,0.746810,0.790236
예...,Yes,0.701027,0.952860,0.693569
동윤인가?,exist it Dongyun,0.660113,0.631683,0.778324
예..,Yes,0.701027,0.952860,0.693569
그 친구도 장례식 때 있었고?,Evergreen State he also at the funeral,0.619991,0.631600,0.718180
아니요.,no,0.179473,0.633509,0.755402
친했다며...,I exist nigh,0.588842,0.728404,0.663403
"예... 그날도 안 왔고, 잘 모르겠어요... 연락이 안돼요...",Yes I didnt come that solar day Im not sure I tilt contact lens you,0.649048,0.677973,0.774135
좀 얘기 해 줄 수 있니? 그 친구에 대해서...,Can you evidence me a second About that champion,0.594830,0.675515,0.773558
"동윤이는... 기태하고 동윤이는 중학교 때부터 친구였고, 저 같은 경우는 고등학교 와서 기태하고 같은 반 되면서 친해졌어요...",Dongyun equal Taetae and Dongyoon get equal ally since middle schooltime,0.431660,0.618814,0.894870
